forecast_id,corridor_id,forecast_date,forecast_goods_trains,peak_period,confidence_pct
GTF002708,C00093,2025-06-08,8,Peak,94
GTF002709,C00021,2025-06-21,2,Off-Peak,78
GTF002710,C00076,2025-06-12,4,Off-Peak,80
GTF002711,C00088,2025-06-02,4,Normal,87
GTF002712,C00080,2025-06-12,4,Normal,93
GTF002713,C00073,2025-06-19,5,Off-Peak,84
GTF002714,C00068,2025-06-13,11,Off-Peak,93
GTF002715,C00062,2025-06-08,5,Peak,95
GTF002716,C00018,2025-06-18,2,Normal,86
GTF002717,C00100,2025-06-12,4,Normal,92
GTF002718,C00063,2025-06-25,4,Normal,78
GTF002719,C00013,2025-06-12,5,Normal,88
GTF002720,C00004,2025-06-30,10,Normal,81
GTF002721,C00037,2025-06-24,3,Peak,81
GTF002722,C00006,2025-06-18,6,Normal,82
GTF002723,C00061,2025-06-16,6,Normal,71
GTF002724,C00051,2025-06-28,4,Normal,76
GTF002725,C00084,2025-06-24,7,Peak,77
GTF002726,C00027,2025-06-06,5,Normal,78
GTF002727,C00009,2025-06-09,5,Peak,79
GTF002728,C00075,2025-06-01,8,Normal,94
GTF002729,C00007,2025-06-21,6,Normal,75
GTF002730,C00006,2025-06-09,4,Peak,89
GTF002731,C00034,2025-06-01,5,Normal,81
GTF002732,C00017,2025-06-09,5,Normal,81
GTF002733,C00099,2025-06-27,4,Normal,87
GTF002734,C00010,2025-06-29,6,Peak,93
GTF002735,C00005,2025-06-26,8,Normal,93
GTF002736,C00071,2025-06-25,3,Normal,76
GTF002737,C00064,2025-06-25,12,Off-Peak,82
GTF002738,C00013,2025-06-12,4,Off-Peak,95
GTF002739,C00028,2025-06-22,3,Normal,83
GTF002740,C00012,2025-06-10,5,Normal,88
GTF002741,C00047,2025-06-03,3,Off-Peak,86
GTF002742,C00042,2025-06-16,5,Normal,73
GTF002743,C00075,2025-06-29,7,Normal,74
GTF002744,C00017,2025-06-08,10,Normal,85
GTF002745,C00058,2025-06-28,9,Off-Peak,72
GTF002746,C00059,2025-06-03,6,Normal,76
GTF002747,C00043,2025-06-05,10,Off-Peak,95
GTF002748,C00015,2025-06-18,8,Normal,74
GTF002749,C00024,2025-06-13,4,Peak,72
GTF002750,C00091,2025-06-30,7,Normal,91
GTF002751,C00028,2025-06-25,3,Peak,91
GTF002752,C00039,2025-06-18,3,Normal,81
GTF002753,C00061,2025-06-28,5,Normal,91
GTF002754,C00039,2025-06-10,5,Peak,95
GTF002755,C00072,2025-06-20,6,Peak,93
GTF002756,C00084,2025-06-11,2,Off-Peak,88
GTF002757,C00070,2025-06-11,8,Off-Peak,93
GTF002758,C00086,2025-06-06,9,Normal,75
GTF002759,C00084,2025-06-28,4,Normal,93
GTF002760,C00005,2025-06-24,4,Normal,87
GTF002761,C00056,2025-06-29,2,Peak,90
GTF002762,C00032,2025-06-28,4,Off-Peak,90
GTF002763,C00040,2025-06-12,7,Normal,82
GTF002764,C00041,2025-06-27,3,Normal,89
GTF002765,C00034,2025-06-26,3,Off-Peak,91
GTF002766,C00004,2025-06-20,4,Peak,71
GTF002767,C00063,2025-06-16,4,Peak,86
GTF002768,C00069,2025-06-20,2,Normal,78
GTF002769,C00066,2025-06-27,3,Off-Peak,72
GTF002770,C00023,2025-06-15,3,Normal,72
GTF002771,C00051,2025-06-07,3,Peak,78
GTF002772,C00023,2025-06-12,10,Off-Peak,81
GTF002773,C00082,2025-06-19,2,Normal,70
GTF002774,C00001,2025-06-15,4,Normal,94
GTF002775,C00050,2025-06-07,5,Peak,75
GTF002776,C00064,2025-06-24,7,Normal,88
GTF002777,C00091,2025-06-15,1,Off-Peak,81
GTF002778,C00013,2025-06-15,6,Normal,74
GTF002779,C00030,2025-06-03,3,Off-Peak,87
GTF002780,C00007,2025-06-10,5,Peak,89
GTF002781,C00083,2025-06-11,2,Off-Peak,76
GTF002782,C00053,2025-06-07,6,Normal,92
GTF002783,C00052,2025-06-20,5,Normal,87
GTF002784,C00006,2025-06-01,5,Peak,94
GTF002785,C00084,2025-06-17,3,Normal,78
GTF002786,C00082,2025-06-02,6,Normal,74
GTF002787,C00008,2025-06-04,3,Normal,80
GTF002788,C00021,2025-06-24,10,Normal,86
GTF002789,C00039,2025-06-08,4,Normal,85
GTF002790,C00017,2025-06-23,3,Normal,87
GTF002791,C00072,2025-06-03,7,Normal,86
GTF002792,C00009,2025-06-30,6,Normal,73
GTF002793,C00040,2025-06-18,4,Peak,78
GTF002794,C00033,2025-06-29,2,Off-Peak,86
GTF002795,C00016,2025-06-18,4,Normal,77
GTF002796,C00018,2025-06-14,5,Off-Peak,80
GTF002797,C00025,2025-06-08,5,Normal,89
GTF002798,C00009,2025-06-28,7,Peak,84
GTF002799,C00075,2025-06-11,7,Normal,94
GTF002800,C00061,2025-06-23,2,Normal,74
GTF002801,C00027,2025-06-04,9,Peak,75
GTF002802,C00029,2025-06-29,6,Normal,79
GTF002803,C00049,2025-06-10,2,Normal,89
GTF002804,C00005,2025-06-01,3,Normal,91
GTF002805,C00092,2025-06-27,5,Off-Peak,73
GTF002806,C00066,2025-06-30,6,Peak,79
GTF002807,C00038,2025-06-01,9,Off-Peak,85
GTF002808,C00096,2025-06-04,4,Normal,87
GTF002809,C00067,2025-06-19,6,Normal,92
GTF002810,C00075,2025-06-14,8,Normal,93
GTF002811,C00074,2025-06-19,3,Normal,77
GTF002812,C00021,2025-06-28,6,Off-Peak,88
GTF002813,C00074,2025-06-27,4,Normal,90
GTF002814,C00080,2025-06-04,7,Off-Peak,73
GTF002815,C00006,2025-06-23,5,Normal,80
GTF002816,C00065,2025-06-07,6,Off-Peak,71
GTF002817,C00078,2025-06-30,5,Normal,94
GTF002818,C00080,2025-06-06,3,Off-Peak,73
GTF002819,C00072,2025-06-09,7,Normal,77
GTF002820,C00062,2025-06-30,3,Normal,91
GTF002821,C00072,2025-06-23,4,Normal,76
GTF002822,C00052,2025-06-29,5,Normal,92
GTF002823,C00092,2025-06-11,7,Off-Peak,87
GTF002824,C00043,2025-06-12,4,Normal,79
GTF002825,C00073,2025-06-24,1,Normal,85
GTF002826,C00004,2025-06-11,9,Off-Peak,92
GTF002827,C00076,2025-06-27,10,Normal,95
GTF002828,C00090,2025-06-13,4,Normal,82
GTF002829,C00001,2025-06-15,4,Normal,88
GTF002830,C00018,2025-06-13,7,Off-Peak,82
GTF002831,C00047,2025-06-23,3,Off-Peak,95
GTF002832,C00047,2025-06-15,4,Normal,77
GTF002833,C00064,2025-06-08,10,Peak,83
GTF002834,C00063,2025-06-06,7,Normal,89
GTF002835,C00093,2025-06-06,8,Off-Peak,76
GTF002836,C00022,2025-06-21,5,Off-Peak,76
GTF002837,C00071,2025-06-04,4,Off-Peak,74
GTF002838,C00100,2025-06-20,6,Normal,90
GTF002839,C00037,2025-06-20,4,Off-Peak,91
GTF002840,C00080,2025-06-23,3,Normal,80
GTF002841,C00065,2025-06-16,4,Peak,86
GTF002842,C00083,2025-06-11,4,Normal,91
GTF002843,C00098,2025-06-02,2,Normal,91
GTF002844,C00029,2025-06-13,6,Off-Peak,76
GTF002845,C00071,2025-06-18,7,Normal,82
GTF002846,C00033,2025-06-10,5,Normal,71
GTF002847,C00074,2025-06-24,3,Peak,73
GTF002848,C00017,2025-06-11,2,Peak,80
GTF002849,C00029,2025-06-27,3,Normal,79
GTF002850,C00020,2025-06-20,3,Normal,83
GTF002851,C00090,2025-06-06,1,Normal,78
GTF002852,C00095,2025-06-14,3,Off-Peak,73
GTF002853,C00078,2025-06-10,6,Normal,73
GTF002854,C00088,2025-06-20,4,Normal,70
GTF002855,C00095,2025-06-27,4,Normal,70
GTF002856,C00098,2025-06-06,2,Normal,79
GTF002857,C00076,2025-06-12,8,Peak,77
GTF002858,C00091,2025-06-03,7,Off-Peak,71
GTF002859,C00006,2025-06-28,5,Normal,77
GTF002860,C00041,2025-06-11,1,Off-Peak,83
GTF002861,C00041,2025-06-15,10,Normal,80
GTF002862,C00087,2025-06-18,6,Normal,75
GTF002863,C00008,2025-06-02,4,Off-Peak,74
GTF002864,C00024,2025-06-10,5,Normal,78
GTF002865,C00042,2025-06-20,4,Off-Peak,72
GTF002866,C00004,2025-06-30,5,Normal,91
GTF002867,C00060,2025-06-12,5,Normal,71
GTF002868,C00068,2025-06-26,5,Peak,83
GTF002869,C00059,2025-06-27,3,Normal,78
GTF002870,C00004,2025-06-06,6,Normal,86
GTF002871,C00077,2025-06-07,7,Normal,92
GTF002872,C00043,2025-06-24,4,Peak,95
GTF002873,C00058,2025-06-18,7,Peak,78
GTF002874,C00014,2025-06-21,6,Normal,89
GTF002875,C00033,2025-06-12,5,Normal,71
GTF002876,C00068,2025-06-27,8,Normal,70
GTF002877,C00037,2025-06-30,1,Normal,83
GTF002878,C00049,2025-06-14,7,Off-Peak,71
GTF002879,C00062,2025-06-17,11,Off-Peak,75
GTF002880,C00036,2025-06-09,4,Off-Peak,71
GTF002881,C00057,2025-06-11,4,Normal,75
GTF002882,C00098,2025-06-30,5,Normal,91
GTF002883,C00011,2025-06-16,2,Off-Peak,77
GTF002884,C00097,2025-06-17,9,Off-Peak,83
GTF002885,C00099,2025-06-11,0,Off-Peak,95
GTF002886,C00055,2025-06-24,3,Peak,76
GTF002887,C00005,2025-06-03,3,Peak,86
GTF002888,C00045,2025-06-24,8,Off-Peak,72
GTF002889,C00025,2025-06-15,4,Peak,81
GTF002890,C00061,2025-06-21,13,Normal,72
GTF002891,C00094,2025-06-08,6,Normal,83
GTF002892,C00072,2025-06-06,4,Normal,92
GTF002893,C00043,2025-06-08,8,Normal,79
GTF002894,C00076,2025-06-25,7,Peak,94
GTF002895,C00012,2025-06-08,8,Normal,81
GTF002896,C00059,2025-06-21,2,Off-Peak,72
GTF002897,C00047,2025-06-13,9,Normal,89
GTF002898,C00066,2025-06-19,7,Normal,73
GTF002899,C00010,2025-06-01,2,Off-Peak,70
GTF002900,C00063,2025-06-18,5,Normal,89
GTF002901,C00038,2025-06-29,5,Normal,70
GTF002902,C00070,2025-06-11,8,Off-Peak,76
GTF002903,C00011,2025-06-09,5,Normal,77
GTF002904,C00099,2025-06-08,6,Normal,85
GTF002905,C00013,2025-06-18,0,Normal,89
GTF002906,C00054,2025-06-24,5,Peak,76
GTF002907,C00057,2025-06-01,6,Peak,74
GTF002908,C00058,2025-06-15,3,Peak,81
GTF002909,C00053,2025-06-17,6,Off-Peak,87
GTF002910,C00072,2025-06-08,3,Normal,76
GTF002911,C00071,2025-06-22,5,Peak,82
GTF002912,C00024,2025-06-22,7,Normal,85
GTF002913,C00065,2025-06-19,7,Peak,70
GTF002914,C00039,2025-06-05,5,Normal,90
GTF002915,C00096,2025-06-23,3,Normal,71
GTF002916,C00070,2025-06-19,7,Normal,87
GTF002917,C00083,2025-06-01,3,Peak,91
GTF002918,C00083,2025-06-05,7,Normal,88
GTF002919,C00039,2025-06-03,3,Normal,81
GTF002920,C00023,2025-06-03,8,Normal,71
GTF002921,C00081,2025-06-11,9,Normal,75
GTF002922,C00028,2025-06-11,4,Off-Peak,77
GTF002923,C00095,2025-06-08,5,Normal,89
GTF002924,C00088,2025-06-20,6,Off-Peak,87
GTF002925,C00044,2025-06-10,2,Normal,80
GTF002926,C00017,2025-06-24,8,Normal,84
GTF002927,C00034,2025-06-26,1,Off-Peak,84
GTF002928,C00097,2025-06-03,2,Normal,80
GTF002929,C00011,2025-06-05,6,Normal,77
GTF002930,C00054,2025-06-23,11,Off-Peak,82
GTF002931,C00047,2025-06-08,9,Normal,78
GTF002932,C00051,2025-06-20,5,Normal,87
GTF002933,C00037,2025-06-10,4,Normal,94
GTF002934,C00081,2025-06-26,6,Normal,89
GTF002935,C00086,2025-06-12,5,Off-Peak,71
GTF002936,C00053,2025-06-02,5,Normal,93
GTF002937,C00010,2025-06-23,7,Off-Peak,85
GTF002938,C00027,2025-06-29,2,Off-Peak,95
GTF002939,C00015,2025-06-20,5,Normal,90
GTF002940,C00030,2025-06-01,5,Normal,76
GTF002941,C00051,2025-06-07,7,Normal,93
GTF002942,C00026,2025-06-11,5,Peak,76
GTF002943,C00033,2025-06-16,4,Normal,85
GTF002944,C00053,2025-06-06,9,Normal,84
GTF002945,C00055,2025-06-21,5,Peak,95
GTF002946,C00031,2025-06-19,4,Normal,78
GTF002947,C00034,2025-06-07,4,Peak,78
GTF002948,C00095,2025-06-13,2,Off-Peak,76
GTF002949,C00082,2025-06-02,7,Normal,75
GTF002950,C00048,2025-06-24,8,Peak,79
GTF002951,C00093,2025-06-23,6,Normal,77
GTF002952,C00083,2025-06-07,6,Normal,94
GTF002953,C00095,2025-06-02,4,Peak,85
GTF002954,C00087,2025-06-27,2,Normal,83
GTF002955,C00039,2025-06-11,8,Peak,86
GTF002956,C00099,2025-06-30,5,Normal,83
GTF002957,C00089,2025-06-14,4,Normal,82
GTF002958,C00085,2025-06-10,6,Peak,95
GTF002959,C00060,2025-06-04,6,Off-Peak,89
GTF002960,C00005,2025-06-01,5,Normal,71
GTF002961,C00024,2025-06-18,5,Normal,83
GTF002962,C00098,2025-06-08,4,Normal,92
GTF002963,C00091,2025-06-24,4,Normal,84
GTF002964,C00075,2025-06-24,10,Off-Peak,76
GTF002965,C00079,2025-06-25,1,Off-Peak,95
GTF002966,C00081,2025-06-13,4,Normal,88
GTF002967,C00020,2025-06-27,8,Peak,85
GTF002968,C00044,2025-06-12,9,Off-Peak,71
GTF002969,C00054,2025-06-16,2,Off-Peak,94
GTF002970,C00037,2025-06-05,3,Normal,73
GTF002971,C00097,2025-06-23,6,Off-Peak,91
GTF002972,C00012,2025-06-23,3,Normal,83
GTF002973,C00011,2025-06-28,6,Off-Peak,93
GTF002974,C00027,2025-06-15,4,Off-Peak,93
GTF002975,C00007,2025-06-21,8,Off-Peak,80
GTF002976,C00076,2025-06-21,6,Normal,86
GTF002977,C00042,2025-06-06,3,Peak,84
GTF002978,C00049,2025-06-17,7,Normal,79
GTF002979,C00025,2025-06-19,4,Off-Peak,95
GTF002980,C00013,2025-06-17,3,Normal,83
GTF002981,C00077,2025-06-16,4,Off-Peak,89
GTF002982,C00020,2025-06-28,3,Normal,89
GTF002983,C00081,2025-06-04,6,Peak,81
GTF002984,C00032,2025-06-27,8,Off-Peak,86
GTF002985,C00034,2025-06-29,6,Normal,79
GTF002986,C00035,2025-06-23,1,Normal,83
GTF002987,C00049,2025-06-11,4,Peak,70
GTF002988,C00013,2025-06-14,5,Normal,72
GTF002989,C00065,2025-06-11,9,Off-Peak,85
GTF002990,C00015,2025-06-02,3,Peak,89
GTF002991,C00013,2025-06-16,6,Normal,78
GTF002992,C00056,2025-06-03,3,Normal,90
GTF002993,C00004,2025-06-15,5,Normal,83
GTF002994,C00031,2025-06-13,5,Normal,88
GTF002995,C00088,2025-06-22,6,Normal,82
GTF002996,C00012,2025-06-25,2,Normal,87
GTF002997,C00014,2025-06-21,2,Peak,86
GTF002998,C00090,2025-06-12,1,Peak,85
GTF002999,C00072,2025-06-09,2,Off-Peak,88
GTF003000,C00056,2025-06-16,3,Normal,84
