task_id,asset_id,asset_type,corridor_id,location_km,equipment_type,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,power_isolation_required,possession_required,status
TDMS000863,AST011520,Catenary,C00092,83.8,Catenary Wire,Catenary sag,Medium,2,3,2,2025-03-31,2025-04-16,76,155,3,Preventive,Yes,Yes,Open
TDMS000864,AST011271,Insulator,C00046,6.4,Insulator,Insulator defect,Low,2,2,1,2025-06-21,2025-08-04,0,106,3,Preventive,Yes,Yes,Completed
TDMS000865,AST010381,Section Insulator,C00012,9.2,Section Insulator,Section insulator wear,Medium,3,4,1,2025-06-16,2025-07-07,0,99,4,Preventive,Yes,Yes,Open
TDMS000866,AST010075,Transformer,C00082,125.2,Traction Transformer,Transformer inspection,High,1,4,2,2025-03-11,2025-03-22,101,205,4,Inspection,Yes,Yes,In Progress
TDMS000867,AST009541,Feeder,C00083,98.6,Feeder Line,Feeder fault,High,4,4,2,2025-05-18,2025-05-30,0,242,3,Corrective,No,Yes,Completed
TDMS000868,AST010709,OHE,C00040,76.5,Overhead Equipment,Preventive OHE maintenance,Low,3,1,1,2025-05-11,2025-06-16,0,139,2,Preventive,Yes,Yes,Completed
TDMS000869,AST009305,Jumper,C00039,15.0,Jumper Wire,Loose jumper,High,5,4,2,2025-05-18,2025-05-30,32,141,3,Corrective,Yes,Yes,In Progress
TDMS000870,AST011407,Section Insulator,C00033,79.9,Section Insulator,Section insulator wear,Medium,2,3,2,2025-05-06,2025-05-29,33,123,2,Preventive,Yes,Yes,Open
TDMS000871,AST010255,Jumper,C00080,3.5,Jumper Wire,Loose jumper,Low,4,2,1,2025-06-24,2025-08-03,0,100,2,Preventive,Yes,Yes,Completed
TDMS000872,AST008807,Feeder,C00091,29.3,Feeder Line,Feeder fault,Medium,2,3,2,2025-05-31,2025-06-15,16,109,3,Preventive,Yes,Yes,Scheduled
TDMS000873,AST008744,Catenary,C00001,106.0,Catenary Wire,Catenary sag,Critical,4,4,2,2025-05-25,2025-05-28,34,252,2,Corrective,Yes,Yes,Open
TDMS000874,AST011087,Catenary,C00025,68.2,Catenary Wire,Catenary sag,Low,3,1,1,2025-06-21,2025-08-06,0,252,4,Preventive,Yes,Yes,In Progress
TDMS000875,AST009905,OHE,C00030,42.1,Overhead Equipment,OHE wear,High,4,3,2,2025-05-21,2025-05-31,0,178,3,Corrective,Yes,Yes,Completed
TDMS000876,AST009443,Jumper,C00026,289.4,Jumper Wire,Loose jumper,Low,2,4,1,2025-05-29,2025-07-11,0,58,3,Preventive,Yes,Yes,Open
TDMS000877,AST010743,OHE,C00074,5.9,Overhead Equipment,OHE wear,High,3,4,2,2025-06-20,2025-06-29,2,208,3,Corrective,No,No,Open
TDMS000878,AST011018,OHE,C00034,3.2,Overhead Equipment,Preventive OHE maintenance,Low,2,1,1,2025-06-27,2025-08-08,0,113,3,Preventive,Yes,Yes,Open
TDMS000879,AST011300,Section Insulator,C00100,8.7,Section Insulator,Section insulator wear,Low,3,1,3,2025-03-22,2025-04-26,66,110,3,Preventive,Yes,Yes,Scheduled
TDMS000880,AST011617,Feeder,C00066,3.4,Feeder Line,Feeder fault,Medium,2,3,2,2025-04-04,2025-04-24,68,78,4,Preventive,Yes,Yes,Scheduled
TDMS000881,AST010368,Mast,C00029,24.7,OHE Mast,Mast defect,Low,1,2,2,2025-06-27,2025-08-08,0,98,3,Preventive,No,Yes,Open
TDMS000882,AST010832,Insulator,C00052,190.3,Insulator,Insulator defect,Medium,2,2,2,2025-06-18,2025-07-10,0,74,4,Preventive,Yes,Yes,Completed
TDMS000883,AST010774,Transformer,C00039,17.1,Traction Transformer,Transformer inspection,Medium,4,2,2,2025-06-11,2025-07-03,0,192,3,Inspection,Yes,Yes,Open
TDMS000884,AST009967,Section Insulator,C00017,3.9,Section Insulator,Section insulator wear,Medium,3,3,2,2025-06-22,2025-07-09,0,120,3,Preventive,Yes,Yes,Completed
TDMS000885,AST011414,Catenary,C00061,28.0,Catenary Wire,Catenary sag,Low,1,2,2,2025-05-24,2025-06-27,0,235,3,Preventive,Yes,Yes,Completed
TDMS000886,AST008850,Jumper,C00004,28.1,Jumper Wire,Loose jumper,High,3,5,3,2025-06-29,2025-07-06,0,33,2,Corrective,Yes,Yes,Scheduled
TDMS000887,AST008880,Jumper,C00020,10.1,Jumper Wire,Loose jumper,High,1,3,3,2025-06-20,2025-06-28,0,40,4,Corrective,Yes,Yes,Completed
TDMS000888,AST011830,Transformer,C00091,221.6,Traction Transformer,Transformer inspection,High,4,4,2,2025-06-06,2025-06-16,0,244,5,Inspection,No,No,Completed
TDMS000889,AST009604,Mast,C00098,0.3,OHE Mast,Mast defect,Low,2,2,2,2025-06-22,2025-07-28,0,127,3,Preventive,No,No,Scheduled
TDMS000890,AST009811,Catenary,C00012,35.8,Catenary Wire,Catenary sag,High,4,3,3,2025-06-28,2025-07-05,0,224,4,Corrective,No,Yes,Open
TDMS000891,AST009351,Transformer,C00055,101.0,Traction Transformer,Transformer inspection,Low,2,1,1,2025-06-20,2025-08-09,0,220,3,Inspection,Yes,Yes,Open
TDMS000892,AST009522,Catenary,C00063,32.6,Catenary Wire,Catenary sag,Low,3,2,1,2025-03-06,2025-04-08,0,189,4,Preventive,Yes,No,Completed
TDMS000893,AST011629,Insulator,C00018,86.0,Insulator,Insulator defect,Medium,2,2,3,2025-06-27,2025-07-16,0,67,3,Preventive,Yes,Yes,Completed
TDMS000894,AST011662,OHE,C00056,32.4,Overhead Equipment,Preventive OHE maintenance,Medium,5,2,1,2025-06-04,2025-06-28,3,177,5,Preventive,Yes,Yes,Open
TDMS000895,AST011798,Insulator,C00041,10.6,Insulator,Insulator defect,Critical,5,5,4,2025-06-29,2025-07-02,0,138,4,Corrective,No,No,Open
TDMS000896,AST011578,Section Insulator,C00036,24.8,Section Insulator,Section insulator wear,High,4,4,4,2025-04-08,2025-04-19,73,112,2,Corrective,Yes,Yes,Scheduled
TDMS000897,AST011837,Mast,C00066,13.6,OHE Mast,Mast defect,High,5,3,4,2025-06-19,2025-06-27,4,119,4,Corrective,No,No,Open
TDMS000898,AST009029,Jumper,C00022,129.4,Jumper Wire,Loose jumper,Low,2,1,2,2025-05-31,2025-07-07,0,48,4,Preventive,Yes,Yes,Scheduled
TDMS000899,AST010261,Jumper,C00051,34.7,Jumper Wire,Loose jumper,Medium,3,1,2,2025-06-04,2025-06-17,14,120,3,Preventive,Yes,Yes,Open
TDMS000900,AST011798,Insulator,C00041,10.6,Insulator,Insulator defect,High,4,4,3,2025-06-18,2025-06-26,5,123,3,Corrective,No,Yes,In Progress
TDMS000901,AST010144,Transformer,C00087,17.0,Traction Transformer,Transformer inspection,Low,2,3,1,2025-06-24,2025-08-03,0,134,2,Inspection,Yes,Yes,Open
TDMS000902,AST010229,Catenary,C00070,21.8,Catenary Wire,Catenary sag,Low,1,1,2,2025-05-29,2025-07-15,0,133,2,Preventive,Yes,Yes,Open
TDMS000903,AST009326,Jumper,C00044,34.1,Jumper Wire,Loose jumper,Critical,4,4,3,2025-06-17,2025-06-20,11,53,3,Corrective,Yes,Yes,In Progress
TDMS000904,AST009287,Insulator,C00081,19.9,Insulator,Insulator defect,High,3,3,2,2025-06-09,2025-06-15,16,87,4,Corrective,Yes,No,Scheduled
TDMS000905,AST009277,Pantograph Interaction Zone,C00074,9.5,Pantograph Interaction Zone,OHE wear,Low,1,2,2,2025-06-23,2025-07-26,0,215,4,Preventive,Yes,Yes,In Progress
TDMS000906,AST011100,Mast,C00025,384.5,OHE Mast,Mast defect,Medium,2,3,1,2025-06-14,2025-07-08,0,134,4,Preventive,No,No,Open
TDMS000907,AST008919,Feeder,C00047,61.6,Feeder Line,Feeder fault,Low,3,1,2,2025-06-10,2025-07-19,0,153,3,Preventive,Yes,Yes,Open
TDMS000908,AST008790,Feeder,C00054,29.6,Feeder Line,Feeder fault,High,2,4,2,2025-04-06,2025-04-16,0,175,3,Corrective,Yes,Yes,Completed
TDMS000909,AST009895,OHE,C00048,58.0,Overhead Equipment,OHE wear,Low,3,2,1,2025-06-25,2025-08-03,0,261,3,Preventive,Yes,Yes,Scheduled
TDMS000910,AST011492,Feeder,C00002,54.0,Feeder Line,Feeder fault,Medium,4,3,2,2025-04-14,2025-04-27,65,171,2,Preventive,Yes,Yes,Open
TDMS000911,AST011936,OHE,C00035,114.0,Overhead Equipment,OHE wear,High,3,4,3,2025-04-04,2025-04-15,77,162,3,Corrective,Yes,Yes,Deferred
TDMS000912,AST011722,OHE,C00005,26.1,Overhead Equipment,OHE wear,Critical,5,4,5,2025-06-18,2025-06-19,12,174,3,Corrective,Yes,Yes,Scheduled
TDMS000913,AST008865,Pantograph Interaction Zone,C00018,52.3,Pantograph Interaction Zone,OHE wear,Medium,3,2,2,2025-06-14,2025-06-30,1,176,3,Preventive,Yes,Yes,Open
TDMS000914,AST010034,OHE,C00073,138.2,Overhead Equipment,OHE wear,Medium,5,4,2,2025-06-20,2025-07-12,0,198,2,Preventive,Yes,Yes,Scheduled
TDMS000915,AST009463,OHE,C00067,23.4,Overhead Equipment,OHE wear,Low,3,2,2,2025-06-15,2025-07-19,0,196,2,Preventive,Yes,No,Completed
TDMS000916,AST011528,Pantograph Interaction Zone,C00056,4.1,Pantograph Interaction Zone,OHE wear,Low,2,1,1,2025-06-10,2025-07-29,0,142,3,Preventive,Yes,Yes,Deferred
TDMS000917,AST010650,Feeder,C00003,72.6,Feeder Line,Feeder fault,High,4,5,1,2025-06-09,2025-06-20,0,198,5,Corrective,Yes,Yes,Completed
TDMS000918,AST008732,Section Insulator,C00072,87.1,Section Insulator,Section insulator wear,Medium,2,2,3,2025-06-12,2025-06-30,1,127,6,Preventive,No,No,Open
TDMS000919,AST011316,Transformer,C00029,3.0,Traction Transformer,Transformer inspection,Medium,4,3,2,2025-04-17,2025-05-09,53,263,4,Inspection,Yes,Yes,Open
TDMS000920,AST010035,Jumper,C00003,75.0,Jumper Wire,Loose jumper,Low,2,1,1,2025-06-16,2025-08-03,0,111,2,Preventive,Yes,Yes,Scheduled
TDMS000921,AST011957,Feeder,C00010,72.5,Feeder Line,Feeder fault,Low,2,2,1,2025-06-28,2025-08-07,0,206,5,Preventive,Yes,No,Completed
TDMS000922,AST010416,Insulator,C00010,21.9,Insulator,Insulator defect,Low,2,1,2,2025-06-23,2025-08-07,0,130,4,Preventive,Yes,Yes,Scheduled
TDMS000923,AST010194,Jumper,C00078,47.7,Jumper Wire,Loose jumper,Critical,4,5,4,2025-05-30,2025-06-03,28,109,4,Corrective,Yes,Yes,Open
TDMS000924,AST010572,Pantograph Interaction Zone,C00097,26.6,Pantograph Interaction Zone,OHE wear,Medium,4,3,2,2025-06-26,2025-07-15,0,207,5,Preventive,No,Yes,In Progress
TDMS000925,AST008683,Jumper,C00009,21.3,Jumper Wire,Loose jumper,High,1,3,3,2025-06-16,2025-06-25,0,73,3,Corrective,Yes,Yes,Completed
TDMS000926,AST011885,OHE,C00064,21.1,Overhead Equipment,OHE wear,High,3,2,1,2025-05-14,2025-05-24,38,220,5,Corrective,Yes,Yes,In Progress
TDMS000927,AST009330,Jumper,C00008,9.6,Jumper Wire,Loose jumper,Medium,1,3,1,2025-03-20,2025-04-09,83,62,3,Preventive,Yes,Yes,Open
TDMS000928,AST011549,Section Insulator,C00041,23.5,Section Insulator,Section insulator wear,Critical,3,4,4,2025-06-28,2025-07-03,0,48,1,Corrective,Yes,Yes,Open
TDMS000929,AST011994,Section Insulator,C00097,19.8,Section Insulator,Section insulator wear,Critical,3,5,5,2025-05-22,2025-05-24,0,139,3,Corrective,Yes,Yes,Completed
TDMS000930,AST008894,Pantograph Interaction Zone,C00063,71.3,Pantograph Interaction Zone,OHE wear,Medium,4,2,2,2025-04-16,2025-05-12,50,187,3,Preventive,Yes,Yes,Open
TDMS000931,AST011908,Transformer,C00080,21.2,Traction Transformer,Transformer inspection,Low,2,3,1,2025-03-27,2025-05-05,57,223,5,Inspection,Yes,Yes,Scheduled
TDMS000932,AST010656,Mast,C00027,25.0,OHE Mast,Mast defect,Low,2,1,1,2025-03-11,2025-04-22,70,105,6,Preventive,No,Yes,Scheduled
TDMS000933,AST009070,Jumper,C00029,53.6,Jumper Wire,Loose jumper,Medium,3,3,1,2025-06-22,2025-07-18,0,82,1,Preventive,Yes,Yes,Open
TDMS000934,AST010336,Mast,C00027,79.6,OHE Mast,Mast defect,Low,3,1,2,2025-06-09,2025-07-31,0,132,4,Preventive,No,Yes,Scheduled
TDMS000935,AST011520,Catenary,C00092,83.8,Catenary Wire,Catenary sag,High,3,3,2,2025-06-27,2025-07-04,0,258,5,Corrective,Yes,Yes,Open
TDMS000936,AST009531,Transformer,C00023,18.4,Traction Transformer,Transformer inspection,Medium,2,2,2,2025-06-29,2025-07-16,0,201,4,Inspection,Yes,No,Open
TDMS000937,AST010272,Pantograph Interaction Zone,C00024,85.2,Pantograph Interaction Zone,OHE wear,Medium,2,3,3,2025-06-17,2025-07-14,0,136,1,Preventive,Yes,No,In Progress
TDMS000938,AST009149,Insulator,C00001,202.8,Insulator,Insulator defect,Low,3,2,1,2025-06-06,2025-07-19,0,153,5,Preventive,No,Yes,Completed
TDMS000939,AST009226,Mast,C00065,31.4,OHE Mast,Mast defect,Critical,4,4,4,2025-03-30,2025-04-02,90,140,3,Corrective,No,Yes,Open
TDMS000940,AST009238,OHE,C00099,5.4,Overhead Equipment,Preventive OHE maintenance,Medium,3,2,2,2025-06-29,2025-07-20,0,118,3,Preventive,Yes,Yes,Deferred
TDMS000941,AST009971,Feeder,C00005,7.5,Feeder Line,Feeder fault,Medium,4,4,2,2025-05-18,2025-06-07,24,186,6,Preventive,Yes,Yes,Scheduled
TDMS000942,AST011514,Transformer,C00095,66.2,Traction Transformer,Transformer inspection,Medium,4,3,2,2025-04-28,2025-05-20,42,185,4,Inspection,Yes,Yes,Scheduled
TDMS000943,AST009172,Section Insulator,C00015,31.3,Section Insulator,Section insulator wear,Medium,3,2,3,2025-04-09,2025-04-27,65,136,2,Preventive,Yes,Yes,Open
TDMS000944,AST010750,Jumper,C00022,24.4,Jumper Wire,Loose jumper,Medium,2,2,1,2025-06-20,2025-07-09,0,78,4,Preventive,Yes,Yes,Scheduled
TDMS000945,AST009634,OHE,C00057,89.0,Overhead Equipment,OHE wear,High,3,4,3,2025-05-21,2025-05-29,33,175,3,Corrective,Yes,Yes,In Progress
TDMS000946,AST009723,Catenary,C00024,69.1,Catenary Wire,Catenary sag,Critical,4,5,4,2025-04-22,2025-04-24,68,216,5,Corrective,Yes,Yes,Open
TDMS000947,AST011568,Transformer,C00043,13.0,Traction Transformer,Transformer inspection,Medium,2,2,2,2025-06-18,2025-07-10,0,234,4,Inspection,Yes,Yes,Scheduled
TDMS000948,AST009290,Pantograph Interaction Zone,C00042,42.3,Pantograph Interaction Zone,OHE wear,Low,3,1,1,2025-03-14,2025-04-29,63,154,3,Preventive,Yes,Yes,Open
TDMS000949,AST010415,Insulator,C00062,54.4,Insulator,Insulator defect,Medium,4,3,2,2025-05-18,2025-06-10,21,88,3,Preventive,Yes,Yes,In Progress
TDMS000950,AST011337,OHE,C00003,3.5,Overhead Equipment,OHE wear,High,2,2,1,2025-05-21,2025-05-31,31,198,4,Corrective,Yes,Yes,Scheduled
TDMS000951,AST011701,OHE,C00002,89.7,Overhead Equipment,OHE wear,Medium,1,2,2,2025-06-11,2025-07-03,0,208,4,Preventive,Yes,Yes,Completed
TDMS000952,AST010631,Section Insulator,C00061,41.8,Section Insulator,Section insulator wear,Medium,2,4,2,2025-06-28,2025-07-15,0,205,2,Preventive,Yes,Yes,Completed
TDMS000953,AST010760,Feeder,C00058,14.4,Feeder Line,Feeder fault,Low,4,2,1,2025-04-30,2025-06-02,29,168,2,Preventive,Yes,No,Scheduled
TDMS000954,AST009911,Jumper,C00061,4.2,Jumper Wire,Loose jumper,Medium,2,4,3,2025-06-14,2025-07-06,0,74,3,Preventive,Yes,Yes,Scheduled
TDMS000955,AST010145,Section Insulator,C00090,11.9,Section Insulator,Section insulator wear,Low,3,2,2,2025-06-14,2025-07-28,0,132,2,Preventive,Yes,No,Scheduled
TDMS000956,AST011707,Insulator,C00044,40.7,Insulator,Insulator defect,Low,2,3,2,2025-06-26,2025-08-11,0,85,4,Preventive,Yes,No,Open
TDMS000957,AST009598,Transformer,C00015,27.1,Traction Transformer,Transformer inspection,Low,4,1,2,2025-05-24,2025-07-11,0,215,4,Inspection,Yes,Yes,In Progress
TDMS000958,AST010619,Pantograph Interaction Zone,C00076,70.8,Pantograph Interaction Zone,OHE wear,Low,1,2,3,2025-06-12,2025-07-22,0,135,3,Preventive,Yes,Yes,Open
TDMS000959,AST011410,Jumper,C00098,3.4,Jumper Wire,Loose jumper,Medium,2,2,3,2025-06-23,2025-07-16,0,49,3,Preventive,Yes,Yes,Scheduled
TDMS000960,AST009619,Mast,C00066,27.1,OHE Mast,Mast defect,Medium,1,3,1,2025-04-04,2025-04-23,69,191,2,Preventive,No,Yes,Open
TDMS000961,AST009086,Catenary,C00020,46.2,Catenary Wire,Catenary sag,High,4,3,2,2025-06-15,2025-06-26,5,223,4,Corrective,Yes,No,Open
TDMS000962,AST011794,Transformer,C00056,1.4,Traction Transformer,Transformer inspection,High,3,4,3,2025-06-20,2025-06-27,4,237,3,Inspection,Yes,Yes,Scheduled
TDMS000963,AST008850,Jumper,C00004,28.1,Jumper Wire,Loose jumper,Medium,3,3,2,2025-05-29,2025-06-16,15,140,6,Preventive,Yes,Yes,Scheduled
TDMS000964,AST008827,Catenary,C00071,3.1,Catenary Wire,Catenary sag,Medium,2,2,1,2025-05-28,2025-06-13,0,299,6,Preventive,Yes,Yes,Completed
TDMS000965,AST011859,Feeder,C00087,134.8,Feeder Line,Feeder fault,Medium,2,3,2,2025-06-02,2025-06-21,10,91,3,Preventive,Yes,Yes,Open
TDMS000966,AST010564,Jumper,C00081,78.3,Jumper Wire,Loose jumper,High,4,4,3,2025-03-05,2025-03-14,109,75,2,Corrective,Yes,Yes,Open
TDMS000967,AST009556,Pantograph Interaction Zone,C00040,52.7,Pantograph Interaction Zone,OHE wear,Medium,2,2,3,2025-04-04,2025-04-21,71,127,3,Preventive,Yes,Yes,Open
TDMS000968,AST011906,Section Insulator,C00035,46.3,Section Insulator,Section insulator wear,Medium,2,2,1,2025-06-02,2025-06-18,13,81,3,Preventive,Yes,Yes,Open
TDMS000969,AST011167,Jumper,C00099,12.6,Jumper Wire,Loose jumper,High,4,4,1,2025-06-26,2025-07-06,0,96,3,Corrective,Yes,Yes,Completed
TDMS000970,AST010811,Section Insulator,C00094,0.6,Section Insulator,Section insulator wear,Medium,4,2,1,2025-04-23,2025-05-19,43,106,4,Preventive,Yes,Yes,Open
TDMS000971,AST011591,Feeder,C00024,67.5,Feeder Line,Feeder fault,Critical,4,4,4,2025-05-26,2025-06-01,30,135,2,Corrective,Yes,No,Scheduled
TDMS000972,AST011174,Mast,C00034,18.4,OHE Mast,Mast defect,Medium,2,2,2,2025-05-22,2025-06-04,27,71,3,Preventive,Yes,No,Open
TDMS000973,AST008893,Transformer,C00016,71.1,Traction Transformer,Transformer inspection,Medium,3,3,3,2025-06-30,2025-07-24,0,204,4,Inspection,Yes,Yes,Completed
TDMS000974,AST010657,Section Insulator,C00034,31.5,Section Insulator,Section insulator wear,High,3,3,2,2025-06-22,2025-07-01,0,101,3,Corrective,Yes,No,Open
TDMS000975,AST009594,OHE,C00034,7.0,Overhead Equipment,Preventive OHE maintenance,High,2,3,3,2025-06-28,2025-07-08,0,125,3,Preventive,Yes,Yes,Open
TDMS000976,AST009169,Transformer,C00068,4.3,Traction Transformer,Transformer inspection,Low,3,1,1,2025-04-03,2025-05-10,0,257,5,Inspection,Yes,Yes,Completed
TDMS000977,AST009909,OHE,C00060,41.7,Overhead Equipment,OHE wear,Medium,3,3,3,2025-04-23,2025-05-19,43,206,3,Preventive,Yes,Yes,In Progress
TDMS000978,AST011068,Pantograph Interaction Zone,C00017,1.4,Pantograph Interaction Zone,OHE wear,Low,3,1,2,2025-06-08,2025-07-14,0,185,3,Preventive,Yes,Yes,Completed
TDMS000979,AST011022,Section Insulator,C00029,92.0,Section Insulator,Section insulator wear,Medium,3,3,3,2025-06-16,2025-07-10,0,66,2,Preventive,Yes,Yes,Scheduled
TDMS000980,AST009509,Section Insulator,C00093,1.9,Section Insulator,Section insulator wear,Medium,4,4,2,2025-06-13,2025-07-06,0,82,2,Preventive,Yes,Yes,Completed
TDMS000981,AST010628,Catenary,C00083,72.0,Catenary Wire,Catenary sag,Critical,4,5,3,2025-06-24,2025-06-27,4,209,4,Corrective,Yes,Yes,Open
TDMS000982,AST011579,OHE,C00032,0.1,Overhead Equipment,OHE wear,High,3,3,2,2025-04-27,2025-05-05,57,230,2,Corrective,Yes,Yes,Deferred
TDMS000983,AST009584,OHE,C00003,71.6,Overhead Equipment,OHE wear,Low,1,1,2,2025-06-06,2025-07-09,0,78,2,Preventive,Yes,Yes,Completed
TDMS000984,AST009162,Feeder,C00006,10.9,Feeder Line,Feeder fault,High,4,4,4,2025-06-22,2025-07-03,0,160,3,Corrective,Yes,No,Completed
TDMS000985,AST009318,Feeder,C00081,37.6,Feeder Line,Feeder fault,High,3,4,2,2025-06-30,2025-07-07,0,133,2,Corrective,Yes,Yes,Open
TDMS000986,AST011750,Section Insulator,C00091,167.6,Section Insulator,Section insulator wear,High,4,3,2,2025-05-22,2025-06-02,29,89,3,Corrective,Yes,Yes,Open
TDMS000987,AST011874,Feeder,C00072,72.9,Feeder Line,Feeder fault,Medium,2,3,2,2025-03-24,2025-04-12,80,180,4,Preventive,Yes,Yes,Open
TDMS000988,AST010183,Transformer,C00092,62.4,Traction Transformer,Transformer inspection,Medium,2,3,1,2025-06-24,2025-07-13,0,262,4,Inspection,Yes,Yes,Open
TDMS000989,AST010912,Insulator,C00019,13.4,Insulator,Insulator defect,Low,1,2,2,2025-06-14,2025-08-03,0,57,2,Preventive,No,No,Open
TDMS000990,AST011552,Feeder,C00092,73.2,Feeder Line,Feeder fault,Low,3,1,1,2025-06-17,2025-07-22,0,123,3,Preventive,No,Yes,Completed
TDMS000991,AST009548,Mast,C00050,58.7,OHE Mast,Mast defect,Low,2,2,3,2025-06-12,2025-07-30,0,136,4,Preventive,Yes,Yes,In Progress
TDMS000992,AST011367,Section Insulator,C00052,187.2,Section Insulator,Section insulator wear,Low,2,2,1,2025-04-25,2025-06-03,28,140,4,Preventive,Yes,Yes,Open
TDMS000993,AST011855,Jumper,C00034,23.2,Jumper Wire,Loose jumper,High,3,4,4,2025-06-09,2025-06-17,14,69,2,Corrective,Yes,No,Open
TDMS000994,AST009197,Pantograph Interaction Zone,C00024,92.6,Pantograph Interaction Zone,OHE wear,Low,2,3,1,2025-06-29,2025-08-10,0,159,3,Preventive,Yes,Yes,In Progress
TDMS000995,AST010029,Catenary,C00049,114.6,Catenary Wire,Catenary sag,High,5,4,3,2025-06-17,2025-06-28,3,111,4,Corrective,Yes,Yes,Scheduled
TDMS000996,AST010877,Insulator,C00040,50.8,Insulator,Insulator defect,High,2,3,4,2025-06-23,2025-07-01,0,122,2,Corrective,Yes,Yes,Scheduled
TDMS000997,AST011370,Mast,C00060,26.6,OHE Mast,Mast defect,Critical,5,4,4,2025-06-21,2025-06-25,6,119,2,Corrective,No,Yes,Open
TDMS000998,AST011305,Mast,C00070,1.9,OHE Mast,Mast defect,Medium,1,2,2,2025-06-23,2025-07-08,0,155,4,Preventive,No,Yes,Completed
TDMS000999,AST010400,OHE,C00084,46.2,Overhead Equipment,OHE wear,High,2,4,2,2025-06-07,2025-06-20,0,192,2,Corrective,Yes,Yes,Completed
TDMS001000,AST010226,Section Insulator,C00007,43.3,Section Insulator,Section insulator wear,Medium,4,3,2,2025-06-25,2025-07-19,0,39,2,Preventive,Yes,Yes,Open
TDMS001001,AST009112,Catenary,C00060,29.2,Catenary Wire,Catenary sag,Low,2,3,2,2025-06-05,2025-07-16,0,257,5,Preventive,Yes,Yes,Open
TDMS001002,AST010661,Feeder,C00036,3.3,Feeder Line,Feeder fault,Critical,3,4,4,2025-04-10,2025-04-12,80,159,3,Corrective,Yes,Yes,Open
TDMS001003,AST011477,Pantograph Interaction Zone,C00070,16.8,Pantograph Interaction Zone,OHE wear,Medium,3,3,2,2025-06-16,2025-07-11,0,264,4,Preventive,Yes,Yes,Open
TDMS001004,AST008715,Jumper,C00084,66.8,Jumper Wire,Loose jumper,High,3,4,2,2025-06-04,2025-06-15,16,87,4,Corrective,Yes,No,Scheduled
TDMS001005,AST010563,Catenary,C00081,46.8,Catenary Wire,Catenary sag,Medium,3,3,1,2025-06-14,2025-07-08,0,164,4,Preventive,Yes,Yes,Scheduled
TDMS001006,AST010333,Mast,C00036,0.7,OHE Mast,Mast defect,Medium,3,3,1,2025-06-07,2025-06-23,0,76,4,Preventive,No,No,Completed
TDMS001007,AST010233,Pantograph Interaction Zone,C00082,131.0,Pantograph Interaction Zone,OHE wear,Medium,2,2,2,2025-06-20,2025-07-10,0,215,2,Preventive,Yes,Yes,In Progress
TDMS001008,AST011047,Section Insulator,C00056,9.7,Section Insulator,Section insulator wear,High,3,3,3,2025-05-24,2025-05-30,32,49,3,Corrective,Yes,Yes,Open
TDMS001009,AST011718,Section Insulator,C00054,25.9,Section Insulator,Section insulator wear,Medium,3,4,2,2025-05-27,2025-06-18,13,135,5,Preventive,Yes,Yes,Open
TDMS001010,AST009802,Jumper,C00095,43.6,Jumper Wire,Loose jumper,Low,4,1,1,2025-06-11,2025-07-26,0,61,3,Preventive,Yes,Yes,Open
TDMS001011,AST011783,Insulator,C00066,6.1,Insulator,Insulator defect,Medium,4,2,2,2025-06-16,2025-07-07,0,108,4,Preventive,Yes,Yes,Open
TDMS001012,AST009903,Jumper,C00024,4.3,Jumper Wire,Loose jumper,High,3,3,4,2025-06-25,2025-07-06,0,47,2,Corrective,Yes,No,Scheduled
TDMS001013,AST011671,Section Insulator,C00010,66.5,Section Insulator,Section insulator wear,Low,2,3,1,2025-04-30,2025-05-30,32,66,3,Preventive,Yes,Yes,Open
TDMS001014,AST011830,Transformer,C00091,221.6,Traction Transformer,Transformer inspection,Low,3,1,2,2025-05-24,2025-06-29,2,213,3,Inspection,Yes,Yes,Scheduled
TDMS001015,AST011043,Catenary,C00020,23.5,Catenary Wire,Catenary sag,Critical,4,4,4,2025-03-31,2025-04-06,86,350,4,Corrective,Yes,Yes,Deferred
TDMS001016,AST008759,OHE,C00027,0.4,Overhead Equipment,OHE wear,Medium,2,1,2,2025-04-15,2025-05-03,0,268,5,Preventive,Yes,Yes,Completed
