task_id,department,asset_id,asset_type,corridor_id,location_km,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,overdue_days,estimated_duration_min,required_team_size,possession_required,maintenance_type,status,urgency_score,risk_score,asset_downtime_risk,maintenance_priority_score
TMS005076,Engineering,AST001204,Crossing,C00009,71.8,Sleeper damage,High,1,3,2,30,126,4,No,Corrective,Deferred,70.0,60.8,56,54.5
TMS005077,Engineering,AST001174,Ballast,C00092,19.9,Corrective maintenance,Low,3,3,1,0,247,7,Yes,Corrective,Completed,5.0,45.8,44,33.1
TMS005078,Engineering,AST001559,Weld,C00004,24.1,Sleeper damage,Critical,3,5,3,0,143,4,Yes,Corrective,Completed,40.0,100.0,50,62.8
TMS005079,Engineering,AST003114,Turnout,C00095,21.8,Ballast deficiency,High,3,3,3,34,187,4,Yes,Corrective,Open,76.0,60.8,40,55.6
TMS005080,Engineering,AST004428,Weld,C00009,13.4,Rail wear,Low,3,1,1,0,107,2,Yes,Preventive,Scheduled,5.0,17.8,64,25.7
TMS005081,Engineering,AST003392,Sleeper,C00097,25.9,Rail wear,High,3,4,3,68,157,4,Yes,Corrective,In Progress,100.0,74.8,42,70.7
TMS005082,Engineering,AST001712,Weld,C00043,13.3,Alignment defect,Medium,3,3,2,0,193,2,Yes,Preventive,Completed,12.0,51.0,28,34.4
TMS005083,Engineering,AST003469,Switch,C00071,6.3,Scheduled inspection,Low,3,2,2,0,88,2,Yes,Inspection,Open,5.0,31.8,26,25.9
TMS005084,Engineering,AST002222,Track,C00023,27.8,Alignment defect,Low,2,1,1,0,111,2,Yes,Preventive,Completed,5.0,17.8,44,21.1
TMS005085,Engineering,AST003996,Switch,C00088,52.6,Ballast deficiency,Low,3,2,1,32,83,1,Yes,Preventive,In Progress,53.0,31.8,84,47.0
TMS005086,Engineering,AST001727,Switch,C00096,114.2,Weld defect,Low,3,1,2,0,138,3,Yes,Preventive,In Progress,5.0,17.8,60,27.9
TMS005087,Engineering,AST004391,Crossing,C00071,23.9,Alignment defect,High,2,4,3,65,225,2,Yes,Corrective,Scheduled,100.0,74.8,40,69.7
TMS005088,Engineering,AST003323,Track,C00023,36.4,Turnout wear,Medium,3,2,1,0,149,3,Yes,Preventive,Completed,12.0,37.0,50,31.0
TMS005089,Engineering,AST001157,Track,C00091,226.3,Drainage issue,High,2,3,2,126,200,1,Yes,Corrective,In Progress,100.0,60.8,48,63.5
TMS005090,Engineering,AST001291,Sleeper,C00077,60.4,Rail crack,Low,2,2,2,72,141,3,Yes,Preventive,Scheduled,100.0,31.8,62,54.3
TMS005091,Engineering,AST005048,Switch,C00067,131.3,Sleeper damage,Low,1,2,1,0,57,3,Yes,Preventive,Open,5.0,31.8,62,31.3
TMS005092,Engineering,AST002753,Switch,C00001,406.4,Sleeper damage,Critical,4,4,4,57,64,1,No,Corrective,Open,100.0,86.0,68,83.6
TMS005093,Engineering,AST001329,Ballast,C00070,12.2,Rail crack,High,2,3,3,9,192,5,Yes,Corrective,Scheduled,38.5,60.8,38,46.9
TMS005094,Engineering,AST002316,Ballast,C00062,29.9,Turnout wear,Critical,3,4,4,101,273,6,Yes,Corrective,Open,100.0,86.0,68,84.6
TMS005095,Engineering,AST000268,Track,C00070,29.9,Sleeper damage,High,2,3,4,0,170,3,Yes,Corrective,Completed,25.0,60.8,40,47.3
TMS005096,Engineering,AST003609,Rail,C00078,101.7,Corrective maintenance,Low,3,1,2,21,241,4,No,Corrective,Open,36.5,17.8,52,32.7
TMS005097,Engineering,AST002613,Rail,C00048,5.7,Rail wear,Medium,4,3,3,0,164,3,Yes,Preventive,Completed,12.0,51.0,58,44.6
TMS005098,Engineering,AST004955,Weld,C00036,44.2,Preventive maintenance,Medium,2,4,2,0,107,3,No,Preventive,Completed,12.0,65.0,60,48.0
TMS005099,Engineering,AST002832,Turnout,C00065,29.7,Track geometry defect,High,4,4,2,39,199,3,Yes,Corrective,Open,83.5,74.8,58,64.5
TMS005100,Engineering,AST001815,Weld,C00098,2.6,Corrective maintenance,Low,3,1,3,27,228,4,Yes,Corrective,In Progress,45.5,17.8,52,37.7
TMS005101,Engineering,AST005151,Bridge,C00021,132.0,Corrective maintenance,Medium,4,1,1,29,258,3,Yes,Corrective,Open,55.5,23.0,58,36.3
TMS005102,Engineering,AST002910,Turnout,C00027,125.2,Drainage issue,Critical,3,4,3,5,98,3,Yes,Corrective,In Progress,47.5,86.0,38,55.5
TMS005103,Engineering,AST001274,Ballast,C00094,145.0,Ballast deficiency,Medium,3,3,2,0,141,5,Yes,Preventive,Completed,12.0,51.0,36,36.6
TMS005104,Engineering,AST001134,Rail,C00023,3.0,Track geometry defect,Medium,2,2,1,14,206,3,No,Preventive,Open,33.0,37.0,68,39.3
TMS005105,Engineering,AST004624,Sleeper,C00088,45.9,Track geometry defect,Critical,5,5,3,118,326,4,Yes,Corrective,Deferred,100.0,100.0,56,84.6
TMS005106,Engineering,AST003771,Turnout,C00063,56.3,Drainage issue,Critical,4,4,2,0,119,3,Yes,Corrective,Open,40.0,86.0,42,52.2
TMS005107,Engineering,AST000902,Crossing,C00073,47.1,Drainage issue,Low,2,2,2,78,76,3,Yes,Preventive,Open,100.0,31.8,36,48.5
TMS005108,Engineering,AST001635,Crossing,C00017,4.0,Weld defect,Critical,2,4,3,116,172,5,Yes,Corrective,Scheduled,100.0,86.0,42,74.6
TMS005109,Engineering,AST003507,Turnout,C00016,18.5,Track geometry defect,Low,3,2,2,17,235,4,Yes,Preventive,Open,30.5,31.8,52,37.4
TMS005110,Engineering,AST001406,Switch,C00057,14.4,Drainage issue,Low,2,2,2,0,64,3,Yes,Preventive,Completed,5.0,31.8,38,28.9
TMS005111,Engineering,AST001982,Bridge,C00073,47.8,Drainage issue,Low,2,2,1,75,108,2,Yes,Preventive,Open,100.0,31.8,54,49.1
TMS005112,Engineering,AST000255,Rail,C00033,36.6,Gauge defect,Medium,5,3,2,0,187,2,Yes,Preventive,Scheduled,12.0,51.0,58,41.6
TMS005113,Engineering,AST002682,Rail,C00052,27.1,Drainage issue,High,3,3,3,26,94,3,Yes,Corrective,Scheduled,64.0,60.8,48,54.6
TMS005114,Engineering,AST002903,Track,C00046,15.8,Weld defect,Medium,3,1,3,1,134,2,Yes,Preventive,Open,13.5,23.0,52,31.7
TMS005115,Engineering,AST001783,Sleeper,C00009,7.2,Ballast deficiency,Low,4,1,1,36,162,3,Yes,Preventive,Open,59.0,17.8,42,32.7
TMS005116,Engineering,AST001997,Ballast,C00027,65.4,Rail wear,Medium,3,2,3,0,142,3,Yes,Preventive,In Progress,12.0,37.0,54,37.8
TMS005117,Engineering,AST004841,Ballast,C00074,2.3,Ballast deficiency,Medium,2,2,2,111,115,5,No,Preventive,Open,100.0,37.0,44,52.2
TMS005118,Engineering,AST000245,Ballast,C00052,6.7,Ballast deficiency,Medium,3,3,2,0,45,2,Yes,Preventive,Completed,12.0,51.0,30,34.8
TMS005119,Engineering,AST003298,Weld,C00067,62.7,Gauge defect,Critical,4,4,2,0,271,5,Yes,Corrective,Completed,40.0,86.0,54,55.2
TMS005120,Engineering,AST001049,Sleeper,C00098,3.8,Weld defect,Low,3,2,2,0,74,2,Yes,Preventive,In Progress,5.0,31.8,38,28.9
TMS005121,Engineering,AST001482,Bridge,C00091,99.3,Turnout wear,Low,4,2,1,65,140,4,Yes,Preventive,Open,100.0,31.8,74,54.3
TMS005122,Engineering,AST003081,Track,C00062,13.8,Track geometry defect,Medium,3,3,3,67,218,2,Yes,Preventive,Scheduled,100.0,51.0,38,60.0
TMS005123,Engineering,AST005194,Crossing,C00033,35.6,Gauge defect,Low,3,2,3,0,176,5,No,Preventive,Completed,5.0,31.8,48,34.5
TMS005124,Engineering,AST003804,Switch,C00050,25.2,Ballast deficiency,Medium,1,2,2,0,198,4,Yes,Preventive,Completed,12.0,37.0,50,33.4
TMS005125,Engineering,AST002551,Ballast,C00057,8.7,Rail wear,Low,3,1,1,8,168,4,Yes,Preventive,Open,17.0,17.8,30,20.4
TMS005126,Engineering,AST001027,Rail,C00014,35.9,Sleeper damage,High,4,3,2,132,94,2,Yes,Corrective,Scheduled,100.0,60.8,40,61.3
TMS005127,Engineering,AST002183,Weld,C00042,50.7,Ballast deficiency,Low,3,2,2,0,152,4,No,Preventive,Open,5.0,31.8,40,29.3
TMS005128,Engineering,AST000791,Ballast,C00088,98.1,Rail wear,High,5,4,3,92,142,3,Yes,Corrective,Open,100.0,74.8,44,71.1
TMS005129,Engineering,AST004494,Sleeper,C00013,12.0,Turnout wear,Low,3,2,2,13,201,2,Yes,Preventive,Open,24.5,31.8,38,32.6
TMS005130,Engineering,AST003547,Sleeper,C00052,190.8,Turnout wear,Medium,2,2,2,74,248,5,Yes,Preventive,In Progress,100.0,37.0,24,47.6
TMS005131,Engineering,AST002370,Rail,C00041,32.0,Scheduled inspection,High,3,4,3,41,56,3,No,Inspection,Open,86.5,74.8,48,65.6
TMS005132,Engineering,AST001052,Weld,C00092,25.8,Preventive maintenance,High,3,3,3,127,72,4,No,Preventive,Open,100.0,60.8,52,66.7
TMS005133,Engineering,AST000781,Rail,C00003,15.8,Ballast deficiency,Medium,3,4,1,0,152,2,Yes,Preventive,Scheduled,12.0,65.0,58,44.6
TMS005134,Engineering,AST003713,Weld,C00036,24.0,Preventive maintenance,Low,3,2,1,0,68,2,Yes,Preventive,Completed,5.0,31.8,46,27.5
TMS005135,Engineering,AST002363,Ballast,C00014,20.6,Track geometry defect,Medium,3,4,2,0,219,5,Yes,Preventive,Scheduled,12.0,65.0,58,47.6
TMS005136,Engineering,AST002824,Bridge,C00006,0.5,Sleeper damage,Low,2,2,1,0,128,4,Yes,Preventive,Completed,5.0,31.8,46,27.5
TMS005137,Engineering,AST000220,Ballast,C00025,300.3,Track geometry defect,High,4,5,3,0,292,4,Yes,Corrective,Completed,25.0,88.8,46,57.5
TMS005138,Engineering,AST001113,Track,C00066,50.5,Alignment defect,Critical,3,5,3,6,213,4,Yes,Corrective,Open,49.0,100.0,34,61.0
TMS005139,Engineering,AST004637,Weld,C00094,179.7,Ballast deficiency,Low,2,1,2,55,118,2,Yes,Preventive,In Progress,87.5,17.8,28,38.6
TMS005140,Engineering,AST000001,Weld,C00068,66.6,Drainage issue,High,3,4,3,41,108,3,Yes,Corrective,In Progress,86.5,74.8,56,67.8
TMS005141,Engineering,AST004793,Bridge,C00091,227.4,Gauge defect,Medium,2,2,2,0,139,4,Yes,Preventive,In Progress,12.0,37.0,70,38.6
TMS005142,Engineering,AST002539,Turnout,C00024,10.3,Weld defect,High,1,4,1,0,107,5,Yes,Corrective,Completed,25.0,74.8,28,41.3
TMS005143,Engineering,AST004436,Track,C00005,84.4,Alignment defect,High,4,4,3,7,187,3,Yes,Corrective,Scheduled,35.5,74.8,40,52.6
TMS005144,Engineering,AST004513,Turnout,C00016,33.4,Corrective maintenance,Low,3,1,2,0,174,5,Yes,Corrective,Open,5.0,17.8,70,30.5
TMS005145,Engineering,AST000750,Rail,C00075,127.1,Preventive maintenance,Low,3,1,2,0,78,3,Yes,Preventive,Completed,5.0,17.8,26,19.3
TMS005146,Engineering,AST002293,Switch,C00012,55.0,Ballast deficiency,Medium,3,2,2,64,191,3,Yes,Preventive,Open,100.0,37.0,22,46.6
TMS005147,Engineering,AST002755,Switch,C00080,52.5,Sleeper damage,Medium,2,2,2,79,131,3,Yes,Preventive,Scheduled,100.0,37.0,34,49.6
TMS005148,Engineering,AST003187,Ballast,C00064,127.9,Weld defect,Low,1,2,2,0,181,4,Yes,Preventive,In Progress,5.0,31.8,34,27.5
TMS005149,Engineering,AST004663,Ballast,C00034,22.0,Gauge defect,Medium,2,4,3,0,129,4,Yes,Preventive,Completed,12.0,65.0,30,43.8
TMS005150,Engineering,AST001551,Bridge,C00014,19.5,Rail crack,Medium,3,3,1,24,142,3,Yes,Preventive,Open,48.0,51.0,62,47.4
TMS005151,Engineering,AST004745,Weld,C00072,20.1,Rail crack,Medium,3,5,2,0,185,3,Yes,Preventive,Completed,12.0,79.0,50,52.0
TMS005152,Engineering,AST003039,Track,C00048,44.4,Rail crack,Medium,4,2,1,0,101,6,No,Preventive,In Progress,12.0,37.0,48,30.0
TMS005153,Engineering,AST000046,Turnout,C00087,3.4,Weld defect,Medium,3,1,1,28,121,2,Yes,Preventive,Open,54.0,23.0,42,32.1
TMS005154,Engineering,AST002544,Sleeper,C00014,33.7,Rail wear,Low,3,1,1,9,137,2,Yes,Preventive,Open,18.5,17.8,36,21.9
TMS005155,Engineering,AST001549,Track,C00068,98.1,Weld defect,Low,3,1,1,0,158,3,Yes,Preventive,Open,5.0,17.8,50,22.9
TMS005156,Engineering,AST001852,Bridge,C00094,128.0,Sleeper damage,High,4,4,3,0,124,3,Yes,Corrective,Completed,25.0,74.8,48,51.9
TMS005157,Engineering,AST003891,Track,C00047,40.5,Weld defect,High,2,4,5,20,135,2,No,Corrective,Open,55.0,74.8,54,65.8
TMS005158,Engineering,AST000708,Sleeper,C00049,115.1,Ballast deficiency,High,4,4,2,57,174,3,Yes,Corrective,Scheduled,100.0,74.8,60,70.9
TMS005159,Engineering,AST000401,Ballast,C00026,223.7,Turnout wear,Medium,3,2,2,0,240,3,Yes,Preventive,Scheduled,12.0,37.0,44,32.2
TMS005160,Engineering,AST001267,Crossing,C00071,12.6,Alignment defect,Medium,2,3,2,0,191,4,Yes,Preventive,Completed,12.0,51.0,52,39.8
TMS005161,Engineering,AST001453,Ballast,C00028,6.7,Turnout wear,Low,2,1,1,0,223,3,Yes,Preventive,Open,5.0,17.8,36,18.9
TMS005162,Engineering,AST000416,Sleeper,C00021,64.1,Corrective maintenance,Medium,4,3,3,0,268,6,Yes,Corrective,Open,12.0,51.0,14,34.0
TMS005163,Engineering,AST002860,Track,C00060,13.1,Preventive maintenance,Low,1,2,2,0,70,2,Yes,Preventive,Open,5.0,31.8,42,29.7
TMS005164,Engineering,AST003361,Switch,C00063,93.8,Corrective maintenance,High,5,4,3,0,184,1,Yes,Corrective,Open,25.0,74.8,58,54.5
TMS005165,Engineering,AST004143,Turnout,C00048,64.7,Corrective maintenance,High,4,4,2,0,238,4,Yes,Corrective,Open,25.0,74.8,42,47.7
TMS005166,Engineering,AST000996,Crossing,C00059,239.9,Rail wear,Low,1,1,1,0,162,2,Yes,Preventive,Scheduled,5.0,17.8,34,18.5
TMS005167,Engineering,AST004298,Crossing,C00037,34.2,Rail wear,Medium,4,3,2,19,127,3,Yes,Preventive,Scheduled,40.5,51.0,60,48.3
TMS005168,Engineering,AST003927,Turnout,C00022,91.2,Scheduled inspection,Medium,2,2,1,109,57,2,No,Inspection,Open,100.0,37.0,30,45.8
TMS005169,Engineering,AST000281,Track,C00091,165.5,Drainage issue,Critical,4,5,3,0,130,3,No,Corrective,Completed,40.0,100.0,64,66.2
TMS005170,Engineering,AST003850,Weld,C00085,14.5,Weld defect,Low,3,2,1,92,148,2,Yes,Preventive,Open,100.0,31.8,36,44.9
TMS005171,Engineering,AST001271,Crossing,C00010,14.4,Track geometry defect,Low,1,2,1,0,166,4,Yes,Preventive,Open,5.0,31.8,30,23.7
TMS005172,Engineering,AST000619,Crossing,C00073,115.0,Rail crack,Low,2,2,2,6,182,4,Yes,Preventive,Scheduled,14.0,31.8,50,33.3
TMS005173,Engineering,AST000575,Turnout,C00096,67.1,Track geometry defect,Medium,3,3,2,0,199,4,No,Preventive,In Progress,12.0,51.0,36,36.6
TMS005174,Engineering,AST004678,Switch,C00079,20.8,Alignment defect,Low,2,2,2,0,237,5,Yes,Preventive,Open,5.0,31.8,44,29.5
TMS005175,Engineering,AST003769,Ballast,C00076,29.3,Track geometry defect,High,4,3,3,4,222,3,No,Corrective,Open,31.0,60.8,58,49.8
TMS005176,Engineering,AST001464,Weld,C00043,11.3,Preventive maintenance,Low,3,1,3,0,91,2,Yes,Preventive,Completed,5.0,17.8,62,31.3
TMS005177,Engineering,AST003735,Rail,C00077,12.0,Corrective maintenance,High,5,3,3,0,279,3,Yes,Corrective,Completed,25.0,60.8,66,50.1
TMS005178,Engineering,AST004141,Turnout,C00035,86.5,Turnout wear,Medium,3,2,2,2,223,3,Yes,Preventive,Deferred,15.0,37.0,54,35.5
TMS005179,Engineering,AST003582,Sleeper,C00083,36.7,Rail crack,Low,2,1,1,0,179,3,Yes,Preventive,Completed,5.0,17.8,48,21.9
TMS005180,Engineering,AST001514,Weld,C00066,5.9,Drainage issue,Medium,2,1,2,0,112,3,Yes,Preventive,Open,12.0,23.0,34,23.6
TMS005181,Engineering,AST003471,Switch,C00073,5.2,Turnout wear,Low,5,1,1,0,307,5,Yes,Preventive,In Progress,5.0,17.8,62,25.3
TMS005182,Engineering,AST002711,Turnout,C00036,7.3,Turnout wear,High,3,4,4,52,227,4,Yes,Corrective,Open,100.0,74.8,40,70.6
TMS005183,Engineering,AST000809,Rail,C00060,4.1,Ballast deficiency,Low,3,2,2,0,158,4,Yes,Preventive,Completed,5.0,31.8,54,32.1
TMS005184,Engineering,AST001733,Bridge,C00009,27.1,Corrective maintenance,Medium,3,4,2,0,216,4,Yes,Corrective,In Progress,12.0,65.0,34,41.6
TMS005185,Engineering,AST002366,Turnout,C00041,0.3,Scheduled inspection,Medium,3,1,3,0,37,2,No,Inspection,Open,12.0,23.0,52,30.8
TMS005186,Engineering,AST004455,Ballast,C00096,77.7,Preventive maintenance,Low,2,1,2,0,66,2,Yes,Preventive,Open,5.0,17.8,50,24.7
TMS005187,Engineering,AST003680,Track,C00100,6.5,Rail crack,High,4,4,3,10,291,3,Yes,Corrective,Scheduled,40.0,74.8,54,56.4
TMS005188,Engineering,AST000715,Rail,C00012,65.3,Ballast deficiency,Low,3,2,2,0,177,3,Yes,Preventive,Completed,5.0,31.8,42,29.1
TMS005189,Engineering,AST001446,Switch,C00077,41.1,Rail crack,Critical,4,5,4,18,206,4,Yes,Corrective,Open,67.0,100.0,32,67.6
TMS005190,Engineering,AST000199,Track,C00070,28.7,Rail crack,Medium,3,2,2,0,182,3,Yes,Preventive,Scheduled,12.0,37.0,38,31.0
TMS005191,Engineering,AST003011,Weld,C00041,4.8,Drainage issue,Medium,4,2,3,0,147,4,Yes,Preventive,Open,12.0,37.0,38,34.0
TMS005192,Engineering,AST000535,Rail,C00028,16.0,Weld defect,Low,2,2,2,15,164,3,Yes,Preventive,Scheduled,27.5,31.8,38,33.9
TMS005193,Engineering,AST001834,Track,C00043,0.2,Turnout wear,Low,3,1,2,29,192,2,Yes,Preventive,In Progress,48.5,17.8,38,32.6
TMS005194,Engineering,AST002756,Rail,C00043,16.1,Track geometry defect,Medium,1,3,1,58,275,3,Yes,Preventive,Scheduled,99.0,51.0,20,48.5
TMS005195,Engineering,AST001351,Ballast,C00020,70.3,Drainage issue,Medium,2,2,1,82,149,4,Yes,Preventive,Open,100.0,37.0,46,49.0
TMS005196,Engineering,AST001726,Crossing,C00042,42.8,Track geometry defect,Low,5,2,1,0,134,3,Yes,Preventive,Scheduled,5.0,31.8,40,25.7
TMS005197,Engineering,AST004427,Track,C00045,62.6,Corrective maintenance,Low,3,1,2,58,288,5,Yes,Corrective,Open,92.0,17.8,54,46.0
TMS005198,Engineering,AST001784,Ballast,C00024,89.5,Sleeper damage,Medium,3,3,1,0,152,4,Yes,Preventive,Open,12.0,51.0,42,34.8
TMS005199,Engineering,AST003951,Switch,C00082,2.3,Rail wear,Low,2,3,1,68,107,6,Yes,Preventive,Open,100.0,45.8,56,56.1
TMS005200,Engineering,AST001911,Turnout,C00050,47.0,Drainage issue,Medium,3,3,2,0,135,5,Yes,Preventive,Completed,12.0,51.0,40,37.4
TMS005201,Engineering,AST000903,Weld,C00088,95.0,Rail wear,Medium,4,3,2,0,196,4,No,Preventive,Scheduled,12.0,51.0,38,36.4
TMS005202,Engineering,AST002866,Ballast,C00048,68.9,Weld defect,Medium,2,5,1,0,125,2,Yes,Preventive,Completed,12.0,79.0,32,44.2
TMS005203,Engineering,AST001651,Crossing,C00086,88.7,Rail crack,Low,2,1,2,0,142,3,Yes,Preventive,Completed,5.0,17.8,60,27.9
TMS005204,Engineering,AST004468,Bridge,C00038,17.3,Gauge defect,Medium,3,3,2,0,233,4,Yes,Preventive,Open,12.0,51.0,42,37.8
TMS005205,Engineering,AST004010,Switch,C00055,99.3,Alignment defect,Low,3,1,2,0,190,4,Yes,Preventive,Deferred,5.0,17.8,62,28.3
TMS005206,Engineering,AST002239,Rail,C00051,41.7,Gauge defect,Medium,3,2,3,11,215,5,Yes,Preventive,Open,28.5,37.0,42,37.9
TMS005207,Engineering,AST000692,Turnout,C00050,10.0,Drainage issue,Low,3,2,1,0,99,4,Yes,Preventive,Scheduled,5.0,31.8,52,28.7
TMS005208,Engineering,AST000875,Track,C00046,23.9,Ballast deficiency,High,3,2,1,0,236,2,Yes,Corrective,Completed,25.0,46.8,40,32.3
TMS005209,Engineering,AST002482,Weld,C00052,72.7,Scheduled inspection,Critical,5,4,4,5,94,3,No,Inspection,Open,47.5,86.0,50,62.1
TMS005210,Engineering,AST002855,Turnout,C00096,49.4,Alignment defect,Medium,2,2,3,0,147,2,Yes,Preventive,Scheduled,12.0,37.0,28,31.4
TMS005211,Engineering,AST001388,Bridge,C00016,41.2,Gauge defect,Medium,2,2,2,0,80,4,Yes,Preventive,Open,12.0,37.0,74,39.4
TMS005212,Engineering,AST004838,Bridge,C00064,73.1,Rail crack,Critical,3,4,4,40,220,3,Yes,Corrective,Deferred,100.0,86.0,50,72.5
TMS005213,Engineering,AST004048,Weld,C00045,125.2,Sleeper damage,Critical,3,3,2,0,97,4,Yes,Corrective,Completed,40.0,72.0,48,47.4
TMS005214,Engineering,AST001713,Sleeper,C00042,22.1,Rail wear,Low,3,1,2,0,139,3,Yes,Preventive,Scheduled,5.0,17.8,38,22.3
TMS005215,Engineering,AST002117,Weld,C00075,145.0,Ballast deficiency,Medium,1,4,1,0,111,4,Yes,Preventive,Completed,12.0,65.0,34,38.6
TMS005216,Engineering,AST002148,Crossing,C00059,61.2,Weld defect,Critical,3,5,3,0,102,3,No,Corrective,Completed,40.0,100.0,46,62.0
TMS005217,Engineering,AST000500,Bridge,C00027,120.5,Weld defect,Low,2,3,2,0,73,2,Yes,Preventive,Completed,5.0,45.8,60,39.9
TMS005218,Engineering,AST000858,Crossing,C00029,60.6,Corrective maintenance,Low,3,1,1,2,230,5,Yes,Corrective,In Progress,8.0,17.8,62,26.6
TMS005219,Engineering,AST000075,Turnout,C00044,23.4,Track geometry defect,Medium,3,2,1,0,242,6,Yes,Preventive,Completed,12.0,37.0,56,32.2
TMS005220,Engineering,AST000341,Weld,C00009,77.0,Weld defect,High,4,2,2,21,179,3,Yes,Corrective,Scheduled,56.5,46.8,44,43.1
TMS005221,Engineering,AST000219,Switch,C00090,32.7,Sleeper damage,Low,3,2,3,0,112,5,Yes,Preventive,Scheduled,5.0,31.8,46,33.5
TMS005222,Engineering,AST004294,Bridge,C00064,35.2,Sleeper damage,Critical,3,4,4,54,54,3,No,Corrective,Open,100.0,86.0,30,73.2
TMS005223,Engineering,AST000167,Sleeper,C00034,5.3,Alignment defect,Critical,2,5,5,11,241,4,Yes,Corrective,In Progress,56.5,100.0,42,70.3
TMS005224,Engineering,AST001418,Ballast,C00019,5.8,Corrective maintenance,Low,4,1,1,0,240,3,Yes,Corrective,Scheduled,5.0,17.8,50,22.9
TMS005225,Engineering,AST004828,Sleeper,C00064,12.0,Turnout wear,High,4,3,3,120,238,3,Yes,Corrective,Open,100.0,60.8,44,65.1
TMS005226,Engineering,AST004296,Ballast,C00050,4.4,Turnout wear,Medium,3,2,2,0,270,4,Yes,Preventive,Deferred,12.0,37.0,28,28.4
TMS005227,Engineering,AST004883,Track,C00030,123.1,Ballast deficiency,Medium,3,3,2,0,143,3,Yes,Preventive,Completed,12.0,51.0,42,37.8
TMS005228,Engineering,AST000631,Ballast,C00066,59.8,Rail crack,Low,3,3,2,0,182,4,Yes,Preventive,Open,5.0,45.8,26,31.9
TMS005229,Engineering,AST000563,Ballast,C00009,63.1,Scheduled inspection,Medium,2,2,2,0,33,2,No,Inspection,Completed,12.0,37.0,50,33.4
TMS005230,Engineering,AST003295,Track,C00069,263.9,Track geometry defect,High,3,5,2,4,223,3,Yes,Corrective,Open,31.0,88.8,38,54.2
TMS005231,Engineering,AST001700,Ballast,C00051,55.8,Gauge defect,Low,2,2,1,0,220,3,Yes,Preventive,Scheduled,5.0,31.8,44,27.1
TMS005232,Engineering,AST002570,Ballast,C00049,111.0,Drainage issue,Medium,4,3,1,31,117,4,No,Preventive,Open,58.5,51.0,60,49.3
TMS005233,Engineering,AST004499,Sleeper,C00099,1.2,Turnout wear,High,3,2,3,39,357,4,Yes,Corrective,Scheduled,83.5,46.8,26,47.9
TMS005234,Engineering,AST003801,Crossing,C00056,13.1,Scheduled inspection,High,2,4,2,83,73,3,No,Inspection,Open,100.0,74.8,30,64.7
TMS005235,Engineering,AST002377,Track,C00057,125.0,Preventive maintenance,High,5,3,1,4,123,3,Yes,Preventive,Scheduled,31.0,60.8,38,39.2
TMS005236,Engineering,AST004002,Turnout,C00057,74.9,Scheduled inspection,Low,2,2,1,106,81,3,Yes,Inspection,Open,100.0,31.8,24,41.9
TMS005237,Engineering,AST004587,Crossing,C00011,27.2,Rail crack,Medium,4,3,1,0,245,5,Yes,Preventive,In Progress,12.0,51.0,60,39.0
TMS005238,Engineering,AST002344,Rail,C00031,70.1,Rail crack,Low,2,2,2,0,155,4,Yes,Preventive,In Progress,5.0,31.8,46,30.5
TMS005239,Engineering,AST000607,Turnout,C00066,48.4,Preventive maintenance,Low,3,1,2,0,35,3,Yes,Preventive,Completed,5.0,17.8,44,23.5
TMS005240,Engineering,AST002222,Track,C00023,27.8,Turnout wear,Low,2,2,1,0,200,4,Yes,Preventive,Deferred,5.0,31.8,44,27.1
TMS005241,Engineering,AST002396,Sleeper,C00050,17.3,Preventive maintenance,Critical,4,5,2,0,130,4,Yes,Preventive,Completed,40.0,100.0,52,60.8
TMS005242,Engineering,AST000898,Rail,C00077,61.8,Weld defect,Medium,3,2,2,0,98,3,No,Preventive,Completed,12.0,37.0,46,32.6
TMS005243,Engineering,AST003510,Bridge,C00060,12.3,Turnout wear,Critical,4,4,4,89,309,7,Yes,Corrective,Open,100.0,86.0,30,75.2
TMS005244,Engineering,AST001705,Switch,C00011,184.5,Scheduled inspection,Low,2,2,1,0,90,4,No,Inspection,Scheduled,5.0,31.8,80,35.5
TMS005245,Engineering,AST001630,Rail,C00007,121.6,Gauge defect,Low,2,2,1,0,195,6,Yes,Preventive,In Progress,5.0,31.8,36,24.9
TMS005246,Engineering,AST000125,Crossing,C00014,94.7,Alignment defect,High,4,2,3,100,248,5,Yes,Corrective,Deferred,100.0,46.8,40,58.3
TMS005247,Engineering,AST001344,Weld,C00098,2.2,Alignment defect,Medium,2,2,4,0,203,4,Yes,Preventive,Open,12.0,37.0,44,38.2
TMS005248,Engineering,AST000066,Rail,C00072,3.1,Rail crack,Low,3,2,1,0,169,4,No,Preventive,Open,5.0,31.8,60,30.9
TMS005249,Engineering,AST003447,Ballast,C00095,74.8,Sleeper damage,High,5,3,3,0,72,3,Yes,Corrective,Open,25.0,60.8,76,52.7
TMS005250,Engineering,AST003679,Turnout,C00004,117.5,Rail wear,Low,3,1,1,26,142,1,Yes,Preventive,Open,44.0,17.8,28,26.0
