asset_id,asset_type,department,corridor_id,location_km,installation_year,asset_age_years,condition_score_1_5,criticality_1_5,last_maintenance_date,next_due_date,failure_history_count,availability_pct,operational_dependency,active_status
AST001296,Crossing,Engineering,C00070,24.9,2018,7,4,2,2025-05-16,2026-02-14,4,96.6,Low,Active
AST001297,Weld,Engineering,C00008,106.2,1991,34,3,3,2025-03-05,2025-12-15,7,93.1,Medium,Active
AST001298,Track,Engineering,C00062,37.1,2003,22,4,2,2024-10-08,2025-08-21,1,94.8,Low,Active
AST001299,Weld,Engineering,C00047,12.3,2022,3,5,2,2024-09-24,2025-09-13,2,99.7,Low,Active
AST001300,Ballast,Engineering,C00073,65.8,1996,29,5,3,2024-06-07,2025-03-13,6,96.5,Medium,Decommissioned
AST001301,Bridge,Engineering,C00075,55.4,2015,10,3,1,2025-06-15,2026-06-01,5,95.3,Low,Active
AST001302,Crossing,Engineering,C00047,51.4,2022,3,4,2,2025-02-15,2026-02-24,4,98.6,Low,Active
AST001303,Turnout,Engineering,C00056,30.7,2010,15,4,2,2025-04-23,2026-04-15,4,97.1,Low,Active
AST001304,Turnout,Engineering,C00041,0.9,2015,10,4,3,2025-04-08,2026-03-19,3,98.0,Medium,Active
AST001305,Track,Engineering,C00003,15.2,2012,13,4,4,2024-01-03,2024-09-27,2,96.6,High,Active
AST001306,Bridge,Engineering,C00029,6.9,2022,3,5,5,2024-11-17,2025-07-31,2,99.5,High,Active
AST001307,Ballast,Engineering,C00090,78.2,1996,29,4,3,2025-04-28,2026-02-03,3,94.6,Medium,Active
AST001308,Rail,Engineering,C00080,54.6,2013,12,4,3,2024-10-08,2025-09-30,2,95.9,Medium,Active
AST001309,Crossing,Engineering,C00041,33.4,2021,4,4,3,2025-04-21,2026-02-04,2,97.6,Medium,Active
AST001310,Bridge,Engineering,C00010,10.4,2024,1,4,3,2025-05-14,2026-03-03,2,98.4,Medium,Active
AST001311,Switch,Engineering,C00047,45.0,2017,8,4,3,2025-02-15,2025-12-15,2,96.4,Medium,Active
AST001312,Weld,Engineering,C00008,127.3,2014,11,3,2,2025-04-24,2026-03-28,4,95.8,Low,Active
AST001313,Turnout,Engineering,C00038,4.9,1981,44,3,3,2025-05-22,2026-02-17,6,92.1,Medium,Active
AST001314,Ballast,Engineering,C00035,84.4,2022,3,5,3,2025-05-14,2026-02-12,2,99.4,Medium,Active
AST001315,Bridge,Engineering,C00036,58.3,2008,17,4,4,2024-06-15,2025-03-02,3,96.0,High,Active
AST001316,Track,Engineering,C00056,15.6,1976,49,3,2,2024-02-24,2025-03-05,8,91.8,Low,Active
AST001317,Track,Engineering,C00064,2.2,2014,11,4,2,2025-05-31,2026-05-27,2,97.1,Low,Active
AST001318,Turnout,Engineering,C00074,17.5,2002,23,4,1,2025-04-05,2026-03-01,3,95.3,Low,Active
AST001319,Bridge,Engineering,C00082,139.1,1996,29,3,4,2025-04-13,2026-01-25,5,94.4,High,Active
AST001320,Rail,Engineering,C00079,7.5,1995,30,4,2,2024-12-28,2026-01-23,4,94.8,Low,Active
AST001321,Sleeper,Engineering,C00038,163.0,1992,33,3,2,2024-04-29,2025-02-27,8,92.5,Low,Active
AST001322,Rail,Engineering,C00071,0.3,2014,11,3,2,2025-05-15,2026-03-29,4,95.2,Low,Active
AST001323,Rail,Engineering,C00020,21.0,1998,27,4,3,2025-06-13,2026-04-04,4,94.6,Medium,Active
AST001324,Crossing,Engineering,C00032,17.6,2004,21,4,4,2024-12-25,2025-07-07,5,95.4,High,Active
AST001325,Sleeper,Engineering,C00066,43.7,1998,27,3,2,2025-06-11,2026-06-09,5,93.1,Low,Active
AST001326,Crossing,Engineering,C00026,375.7,2000,25,3,2,2025-04-08,2026-02-28,10,94.7,Low,Active
AST001327,Crossing,Engineering,C00046,5.3,2020,5,5,5,2024-07-25,2025-01-08,1,98.1,High,Active
AST001328,Turnout,Engineering,C00068,63.4,1990,35,4,3,2025-06-11,2026-01-09,7,93.6,Medium,Active
AST001329,Ballast,Engineering,C00070,12.2,2018,7,5,3,2025-04-03,2026-02-12,1,98.8,Medium,Active
AST001330,Crossing,Engineering,C00081,29.2,2000,25,4,3,2024-05-27,2025-04-03,4,96.2,Medium,Active
AST001331,Track,Engineering,C00005,1.8,2001,24,5,3,2024-04-06,2025-01-01,2,96.3,Medium,Active
AST001332,Crossing,Engineering,C00013,114.6,2021,4,5,2,2025-06-10,2026-05-09,2,99.3,Low,Active
AST001333,Bridge,Engineering,C00019,124.9,2018,7,4,3,2024-12-12,2025-09-18,3,98.3,Medium,Active
AST001334,Track,Engineering,C00076,68.6,2006,19,4,3,2025-04-22,2025-12-03,4,95.9,Medium,Active
AST001335,Rail,Engineering,C00082,18.5,2014,11,5,3,2024-03-24,2024-12-30,0,97.6,Medium,Active
AST001336,Track,Engineering,C00005,62.4,1989,36,4,2,2024-12-29,2025-10-08,6,94.4,Low,Active
AST001337,Ballast,Engineering,C00061,15.1,1996,29,3,2,2025-03-30,2026-04-27,7,92.9,Low,Active
AST001338,Weld,Engineering,C00033,105.8,2018,7,3,3,2024-05-13,2025-03-05,3,95.8,Medium,Active
AST001339,Sleeper,Engineering,C00030,45.7,2015,10,5,2,2025-06-12,2026-06-11,2,97.7,Low,Active
AST001340,Turnout,Engineering,C00073,66.8,2023,2,5,3,2025-02-20,2025-11-29,1,98.4,Medium,Active
AST001341,Ballast,Engineering,C00021,3.6,2024,1,5,1,2024-11-03,2025-10-31,2,100.0,Low,Active
AST001342,Ballast,Engineering,C00064,50.4,1992,33,4,3,2025-03-20,2025-12-20,6,95.0,Medium,Active
AST001343,Switch,Engineering,C00054,8.5,2011,14,4,3,2025-04-18,2026-03-19,4,97.0,Medium,Active
AST001344,Weld,Engineering,C00098,2.2,2023,2,4,3,2024-12-01,2025-05-23,4,97.7,Medium,Active
AST001345,Ballast,Engineering,C00024,93.9,2021,4,4,3,2025-03-03,2026-01-30,2,98.2,Medium,Active
AST001346,Turnout,Engineering,C00068,121.6,2020,5,5,3,2024-10-07,2025-06-28,0,99.3,Medium,Active
AST001347,Bridge,Engineering,C00066,3.8,2013,12,4,1,2024-06-11,2025-05-31,6,97.8,Low,Active
AST001348,Ballast,Engineering,C00036,10.4,2014,11,5,4,2025-02-26,2025-10-13,1,98.5,High,Active
AST001349,Turnout,Engineering,C00018,25.6,1976,49,2,3,2025-03-08,2026-02-14,9,90.1,Medium,Active
AST001350,Weld,Engineering,C00039,1.7,2000,25,3,3,2024-05-04,2025-01-18,6,94.5,Medium,Active
AST001351,Ballast,Engineering,C00020,70.3,1981,44,2,2,2024-01-15,2024-12-19,11,90.7,Low,Active
AST001352,Ballast,Engineering,C00024,18.8,2019,6,5,2,2024-11-05,2025-10-24,2,98.1,Low,Active
AST001353,Ballast,Engineering,C00009,22.7,2009,16,3,3,2024-11-10,2025-07-25,4,95.1,Medium,Active
AST001354,Ballast,Engineering,C00039,6.3,1996,29,4,4,2025-01-10,2025-06-28,3,95.5,High,Active
AST001355,Bridge,Engineering,C00052,35.2,2016,9,5,4,2025-04-27,2025-12-30,1,97.7,High,Active
AST001356,Weld,Engineering,C00089,90.7,2012,13,3,2,2025-05-03,2026-04-25,6,95.6,Low,Active
AST001357,Bridge,Engineering,C00023,16.4,2023,2,5,3,2025-04-14,2025-11-28,2,98.6,Medium,Active
AST001358,Crossing,Engineering,C00051,14.2,2000,25,4,3,2025-06-09,2026-03-06,5,96.3,Medium,Active
AST001359,Turnout,Engineering,C00070,3.7,1993,32,3,3,2024-12-17,2025-11-13,5,93.0,Medium,Active
AST001360,Switch,Engineering,C00006,15.7,2011,14,5,4,2024-07-25,2025-01-13,1,97.6,High,Active
AST001361,Bridge,Engineering,C00050,23.6,2016,9,4,3,2025-06-15,2026-02-24,3,97.6,Medium,Active
AST001362,Bridge,Engineering,C00072,46.5,2018,7,5,4,2025-05-15,2026-01-06,1,99.0,High,Active
AST001363,Switch,Engineering,C00059,45.8,1993,32,4,2,2025-05-05,2026-06-08,3,94.7,Low,Active
AST001364,Bridge,Engineering,C00081,60.4,1977,48,3,4,2025-01-11,2025-09-24,10,91.5,High,Active
AST001365,Crossing,Engineering,C00069,105.3,2020,5,4,5,2025-02-23,2025-06-09,3,98.0,High,Active
AST001366,Track,Engineering,C00047,25.5,1977,48,3,2,2025-05-27,2026-04-08,8,91.5,Low,Decommissioned
AST001367,Weld,Engineering,C00034,1.5,2022,3,5,1,2025-03-28,2026-03-02,0,98.8,Low,Active
AST001368,Ballast,Engineering,C00002,94.1,2004,21,4,2,2024-05-30,2025-04-23,4,96.7,Low,Active
AST001369,Rail,Engineering,C00046,19.5,2021,4,5,3,2025-05-25,2026-04-03,0,99.6,Medium,Active
AST001370,Turnout,Engineering,C00100,7.8,2020,5,5,1,2024-02-29,2025-02-28,1,97.9,Low,Active
AST001371,Sleeper,Engineering,C00015,35.3,2024,1,5,4,2024-03-26,2024-11-21,1,100.2,High,Active
AST001372,Track,Engineering,C00093,75.3,1977,48,2,4,2024-01-19,2024-11-01,10,90.8,High,Active
AST001373,Track,Engineering,C00041,22.1,2010,15,3,2,2025-01-02,2025-11-23,5,95.5,Low,Active
AST001374,Crossing,Engineering,C00009,21.6,2018,7,3,2,2024-11-27,2025-12-12,2,97.2,Low,Active
AST001375,Rail,Engineering,C00032,22.9,2008,17,4,4,2024-04-20,2024-12-11,6,96.2,High,Active
AST001376,Bridge,Engineering,C00038,102.9,2008,17,5,4,2025-04-14,2025-09-29,4,97.9,High,Active
AST001377,Weld,Engineering,C00004,114.7,2001,24,4,3,2024-10-02,2025-05-24,5,95.3,Medium,Active
AST001378,Sleeper,Engineering,C00039,31.1,2020,5,4,2,2025-04-17,2026-03-19,2,98.1,Low,Active
AST001379,Track,Engineering,C00055,64.3,2015,10,4,4,2025-04-07,2025-11-22,2,97.1,High,Active
AST001380,Weld,Engineering,C00034,21.8,2022,3,4,1,2024-02-23,2025-03-17,6,98.0,Low,Active
AST001381,Weld,Engineering,C00079,5.9,2006,19,4,2,2025-01-03,2026-02-01,4,96.1,Low,Active
AST001382,Ballast,Engineering,C00079,41.0,2013,12,3,3,2025-04-20,2025-12-08,5,95.1,Medium,Active
AST001383,Crossing,Engineering,C00042,41.7,2012,13,4,2,2024-02-27,2024-12-06,3,96.7,Low,Active
AST001384,Rail,Engineering,C00085,183.8,2013,12,5,3,2025-04-22,2026-01-25,1,97.5,Medium,Active
AST001385,Switch,Engineering,C00027,121.4,2017,8,5,3,2025-04-30,2026-02-21,2,97.8,Medium,Active
AST001386,Rail,Engineering,C00077,33.3,2001,24,3,4,2025-06-15,2026-03-27,6,95.0,High,Active
AST001387,Ballast,Engineering,C00023,13.7,2017,8,5,4,2024-10-25,2025-05-25,0,98.8,High,Active
AST001388,Bridge,Engineering,C00016,41.2,1993,32,4,5,2025-03-01,2025-09-30,7,93.8,High,Active
AST001389,Crossing,Engineering,C00070,12.7,2002,23,4,2,2025-04-15,2026-01-20,5,96.3,Low,Active
AST001390,Rail,Engineering,C00008,77.6,1985,40,3,3,2024-03-04,2025-01-16,8,92.0,Medium,Active
AST001391,Bridge,Engineering,C00092,38.6,1983,42,3,3,2025-03-19,2026-01-11,9,92.3,Medium,Active
AST001392,Sleeper,Engineering,C00097,6.1,2010,15,4,2,2025-06-15,2026-05-20,4,97.4,Low,Active
AST001393,Sleeper,Engineering,C00100,6.5,2012,13,5,2,2024-01-18,2025-02-19,1,97.9,Low,Active
AST001394,Switch,Engineering,C00009,63.8,2019,6,5,4,2024-11-29,2025-07-21,1,98.0,High,Active
AST001395,Sleeper,Engineering,C00062,1.4,2013,12,5,3,2024-06-29,2025-05-29,1,98.0,Medium,Active
AST001396,Turnout,Engineering,C00060,15.4,2019,6,5,2,2025-04-24,2026-03-17,2,98.5,Low,Active
AST001397,Rail,Engineering,C00056,15.1,2011,14,4,2,2025-02-22,2025-12-21,4,95.7,Low,Active
AST001398,Track,Engineering,C00004,115.9,2003,22,5,4,2025-06-07,2026-01-07,3,96.4,High,Active
AST001399,Crossing,Engineering,C00003,26.7,2020,5,5,5,2024-07-01,2025-02-13,1,99.2,High,Active
AST001400,Sleeper,Engineering,C00005,49.0,2021,4,4,3,2025-05-11,2026-01-26,2,96.9,Medium,Active
AST001401,Switch,Engineering,C00018,48.6,2012,13,4,3,2024-03-07,2024-12-15,1,97.3,Medium,Active
AST001402,Weld,Engineering,C00048,108.8,1995,30,4,4,2025-05-08,2026-03-17,5,95.0,High,Active
AST001403,Crossing,Engineering,C00017,1.4,1999,26,5,4,2025-01-08,2025-08-04,2,97.3,High,Active
AST001404,Ballast,Engineering,C00091,203.0,2002,23,4,4,2024-02-09,2024-10-03,5,95.6,High,Active
AST001405,Ballast,Engineering,C00003,17.5,2018,7,4,4,2025-04-25,2025-12-21,2,97.8,High,Active
AST001406,Switch,Engineering,C00057,14.4,2019,6,5,3,2025-06-15,2026-03-11,1,98.5,Medium,Active
AST001407,Weld,Engineering,C00014,43.2,1991,34,2,2,2025-06-04,2026-03-30,10,90.9,Low,Active
AST001408,Track,Engineering,C00033,31.1,1997,28,4,2,2025-01-28,2025-11-03,5,95.9,Low,Active
AST001409,Track,Engineering,C00046,13.2,1987,38,4,5,2025-03-14,2025-08-04,7,93.3,High,Active
AST001410,Turnout,Engineering,C00081,43.2,1995,30,4,1,2025-04-02,2026-03-04,8,95.0,Low,Active
AST001411,Track,Engineering,C00076,133.7,2024,1,5,4,2024-09-21,2025-03-28,0,98.7,High,Active
AST001412,Weld,Engineering,C00050,21.3,1997,28,4,3,2024-12-07,2025-09-21,5,95.4,Medium,Active
AST001413,Bridge,Engineering,C00031,46.3,1978,47,3,1,2025-01-31,2026-03-05,11,91.6,Low,Active
AST001414,Track,Engineering,C00067,96.5,2006,19,5,2,2025-02-28,2026-02-16,4,97.6,Low,Active
AST001415,Switch,Engineering,C00057,111.0,1991,34,3,2,2025-01-07,2025-12-26,6,92.1,Low,Active
AST001416,Weld,Engineering,C00047,36.6,1981,44,3,3,2025-04-09,2025-11-01,10,92.0,Medium,Active
AST001417,Rail,Engineering,C00009,11.0,2007,18,4,3,2024-06-16,2024-12-08,5,96.1,Medium,Active
AST001418,Ballast,Engineering,C00019,5.8,2016,9,5,4,2025-06-15,2026-01-13,1,98.9,High,Active
AST001419,Rail,Engineering,C00008,111.9,1977,48,4,4,2024-06-14,2025-01-29,9,92.9,High,Active
AST001420,Ballast,Engineering,C00014,25.6,1981,44,3,4,2025-04-08,2026-01-03,8,91.1,High,Active
AST001421,Track,Engineering,C00083,80.0,2014,11,4,3,2024-07-14,2025-05-15,4,96.0,Medium,Decommissioned
AST001422,Crossing,Engineering,C00008,127.8,2007,18,4,2,2024-03-03,2024-12-16,4,96.3,Low,Active
AST001423,Weld,Engineering,C00045,135.6,2013,12,5,3,2025-04-30,2026-02-25,2,97.5,Medium,Active
AST001424,Ballast,Engineering,C00027,65.4,1975,50,2,4,2024-10-23,2025-07-25,10,90.0,High,Active
AST001425,Bridge,Engineering,C00007,138.2,2009,16,4,4,2024-10-30,2025-07-23,3,96.4,High,Active
AST001426,Rail,Engineering,C00070,18.7,2003,22,5,3,2025-01-19,2025-11-15,0,97.0,Medium,Active
AST001427,Crossing,Engineering,C00063,135.6,2000,25,4,2,2025-06-02,2026-06-03,4,96.0,Low,Active
AST001428,Ballast,Engineering,C00016,30.5,1994,31,3,4,2025-05-29,2026-04-25,5,93.7,High,Active
AST001429,Bridge,Engineering,C00077,0.6,2024,1,5,5,2024-12-23,2025-08-10,0,99.7,High,Active
AST001430,Crossing,Engineering,C00087,77.4,2010,15,5,1,2024-12-05,2025-12-20,2,98.7,Low,Active
AST001431,Track,Engineering,C00037,22.3,2006,19,4,4,2025-04-17,2025-12-03,3,95.9,High,Active
AST001432,Switch,Engineering,C00034,30.6,2012,13,4,3,2025-05-03,2026-01-27,5,97.2,Medium,Decommissioned
AST001433,Sleeper,Engineering,C00093,72.9,2023,2,5,5,2025-01-10,2025-09-02,0,98.4,High,Active
AST001434,Crossing,Engineering,C00027,81.4,2017,8,4,2,2025-03-04,2026-04-04,3,98.3,Low,Active
AST001435,Switch,Engineering,C00100,0.7,2011,14,5,2,2024-06-02,2025-03-02,1,97.2,Low,Active
AST001436,Weld,Engineering,C00081,28.1,1999,26,3,1,2024-11-22,2025-10-22,7,93.4,Low,Active
AST001437,Track,Engineering,C00014,47.3,2024,1,5,4,2025-01-26,2025-10-01,0,98.8,High,Active
AST001438,Sleeper,Engineering,C00038,119.7,2023,2,4,4,2025-06-05,2025-12-02,3,98.9,High,Active
AST001439,Crossing,Engineering,C00080,5.6,2001,24,4,4,2025-05-31,2026-02-08,2,94.9,High,Active
AST001440,Switch,Engineering,C00098,2.6,1998,27,4,3,2024-12-15,2025-08-07,6,95.0,Medium,Active
AST001441,Switch,Engineering,C00039,27.5,2013,12,4,3,2025-05-31,2026-03-10,0,97.2,Medium,Active
AST001442,Weld,Engineering,C00077,2.3,2019,6,5,4,2025-03-26,2025-11-20,1,98.7,High,Active
AST001443,Crossing,Engineering,C00067,81.2,2021,4,5,2,2025-01-02,2025-10-07,1,99.6,Low,Active
AST001444,Turnout,Engineering,C00046,22.6,2013,12,4,4,2025-01-24,2025-11-06,2,97.6,High,Active
AST001445,Turnout,Engineering,C00066,12.7,2021,4,5,3,2025-03-18,2026-01-04,0,99.6,Medium,Active
AST001446,Switch,Engineering,C00077,41.1,2016,9,4,2,2024-10-08,2025-08-02,4,97.0,Low,Active
AST001447,Rail,Engineering,C00029,62.2,2022,3,5,4,2024-03-26,2024-12-23,0,98.2,High,Active
AST001448,Switch,Engineering,C00096,28.7,2016,9,4,2,2024-04-13,2025-01-23,1,97.6,Low,Active
AST001449,Rail,Engineering,C00067,39.7,2003,22,3,1,2025-04-12,2026-04-03,5,94.4,Low,Active
AST001450,Rail,Engineering,C00085,224.5,1990,35,3,1,2025-04-11,2026-04-07,7,93.5,Low,Active
AST001451,Crossing,Engineering,C00052,77.6,1976,49,3,2,2025-05-13,2026-02-17,11,91.6,Low,Active
AST001452,Sleeper,Engineering,C00052,161.1,2008,17,4,4,2024-01-16,2024-12-15,2,97.2,High,Active
AST001453,Ballast,Engineering,C00028,6.7,2001,24,4,2,2024-01-15,2024-11-17,6,96.3,Low,Decommissioned
AST001454,Crossing,Engineering,C00071,9.0,2009,16,3,5,2024-07-13,2024-10-26,4,95.9,High,Active
AST001455,Turnout,Engineering,C00020,12.3,1976,49,3,3,2024-02-29,2024-11-13,9,91.0,Medium,Active
AST001456,Ballast,Engineering,C00085,56.9,2008,17,4,2,2025-01-19,2025-11-06,2,97.1,Low,Active
AST001457,Turnout,Engineering,C00083,77.5,2017,8,5,2,2025-03-28,2026-02-05,0,98.7,Low,Active
AST001458,Ballast,Engineering,C00045,73.9,2008,17,4,3,2024-12-04,2025-09-13,5,95.7,Medium,Active
AST001459,Track,Engineering,C00074,12.2,1997,28,4,1,2024-09-04,2025-06-21,4,95.0,Low,Active
AST001460,Ballast,Engineering,C00015,39.2,2001,24,4,4,2025-05-06,2026-01-05,3,94.5,High,Active
AST001461,Switch,Engineering,C00077,7.0,1999,26,3,4,2024-01-23,2024-10-16,7,93.1,High,Active
AST001462,Turnout,Engineering,C00035,40.2,2018,7,5,3,2025-04-16,2026-01-19,1,98.6,Medium,Active
AST001463,Weld,Engineering,C00097,0.8,2017,8,3,2,2024-11-04,2025-08-27,2,96.5,Low,Decommissioned
AST001464,Weld,Engineering,C00043,11.3,1996,29,4,4,2025-01-14,2025-09-02,7,94.8,High,Active
AST001465,Switch,Engineering,C00046,11.3,1982,43,1,4,2025-04-07,2025-10-04,12,90.4,High,Active
AST001466,Sleeper,Engineering,C00023,0.1,2004,21,3,4,2024-12-30,2025-08-29,6,93.6,High,Decommissioned
AST001467,Track,Engineering,C00086,224.3,1999,26,3,2,2024-12-11,2025-11-14,7,94.3,Low,Active
AST001468,Track,Engineering,C00079,7.5,1995,30,3,3,2025-06-04,2026-04-11,5,93.0,Medium,Active
AST001469,Bridge,Engineering,C00019,88.7,2023,2,5,3,2025-02-09,2026-01-14,0,99.7,Medium,Active
AST001470,Track,Engineering,C00022,153.9,2021,4,5,1,2025-05-18,2026-05-13,2,98.6,Low,Active
AST001471,Track,Engineering,C00048,33.6,1989,36,2,3,2025-05-30,2026-06-26,9,91.7,Medium,Active
AST001472,Switch,Engineering,C00020,52.1,2001,24,4,5,2025-04-24,2025-12-12,3,95.1,High,Active
AST001473,Turnout,Engineering,C00047,52.8,1993,32,3,2,2025-06-11,2026-07-02,9,94.2,Low,Active
AST001474,Bridge,Engineering,C00061,1.3,2022,3,4,2,2025-02-11,2025-10-27,2,97.0,Low,Active
AST001475,Crossing,Engineering,C00068,89.9,1983,42,3,4,2025-01-24,2025-09-26,11,92.4,High,Active
AST001476,Rail,Engineering,C00090,73.3,2012,13,5,2,2024-08-11,2025-05-19,3,98.4,Low,Active
AST001477,Weld,Engineering,C00065,9.6,1997,28,3,4,2025-05-14,2026-02-08,5,94.3,High,Active
AST001478,Sleeper,Engineering,C00066,44.0,2023,2,4,1,2024-12-28,2025-12-05,0,99.0,Low,Active
AST001479,Rail,Engineering,C00025,343.1,2011,14,4,3,2025-03-09,2025-11-13,3,96.6,Medium,Active
AST001480,Ballast,Engineering,C00074,18.5,2009,16,4,2,2024-08-29,2025-07-20,5,95.8,Low,Active
AST001481,Bridge,Engineering,C00037,30.5,2016,9,4,4,2024-03-17,2024-09-19,4,96.4,High,Active
AST001482,Bridge,Engineering,C00091,99.3,1995,30,3,5,2025-05-18,2025-11-28,7,94.4,High,Active
AST001483,Switch,Engineering,C00074,3.5,2018,7,5,2,2025-04-27,2026-02-09,1,98.9,Low,Active
AST001484,Ballast,Engineering,C00056,21.7,2016,9,4,1,2024-01-22,2025-01-05,4,97.4,Low,Active
AST001485,Crossing,Engineering,C00042,53.6,1996,29,3,3,2024-06-19,2025-04-24,5,92.7,Medium,Active
AST001486,Crossing,Engineering,C00083,105.5,1996,29,3,4,2024-07-21,2025-04-17,8,93.1,High,Active
AST001487,Sleeper,Engineering,C00095,14.6,1995,30,2,3,2025-05-13,2026-03-18,8,92.4,Medium,Active
AST001488,Switch,Engineering,C00065,45.3,2018,7,4,3,2025-05-19,2026-05-19,1,97.9,Medium,Active
AST001489,Turnout,Engineering,C00021,44.0,2013,12,4,2,2024-09-13,2025-09-30,3,96.5,Low,Active
AST001490,Turnout,Engineering,C00029,5.1,1991,34,4,3,2024-12-20,2025-12-19,6,94.0,Medium,Active
AST001491,Track,Engineering,C00061,56.2,2021,4,5,3,2024-01-20,2024-08-18,2,98.9,Medium,Active
AST001492,Switch,Engineering,C00053,10.7,2020,5,5,4,2024-01-09,2024-09-01,2,98.5,High,Active
AST001493,Track,Engineering,C00054,34.8,1995,30,4,2,2025-04-27,2026-01-13,4,95.5,Low,Active
AST001494,Sleeper,Engineering,C00015,103.3,2020,5,4,4,2025-04-22,2026-03-19,1,98.5,High,Active
AST001495,Switch,Engineering,C00065,27.0,2017,8,4,4,2025-01-28,2025-08-28,3,98.3,High,Active
AST001496,Weld,Engineering,C00033,90.6,1997,28,4,3,2024-09-08,2025-05-03,5,95.2,Medium,Active
AST001497,Bridge,Engineering,C00056,37.2,1980,45,3,2,2025-05-23,2026-05-26,8,92.1,Low,Active
AST001498,Track,Engineering,C00080,42.7,2002,23,4,4,2025-04-16,2025-12-13,6,94.7,High,Active
AST001499,Turnout,Engineering,C00052,146.6,2021,4,3,2,2024-12-02,2025-09-22,6,96.9,Low,Active
AST001500,Rail,Engineering,C00048,10.3,2024,1,5,2,2024-12-30,2025-11-14,0,99.3,Low,Active
AST001501,Turnout,Engineering,C00100,9.2,1975,50,2,2,2025-05-28,2026-04-30,11,90.1,Low,Active
AST001502,Turnout,Engineering,C00075,132.3,1998,27,3,1,2024-12-02,2025-11-16,6,94.5,Low,Active
AST001503,Crossing,Engineering,C00028,43.2,2022,3,4,2,2024-10-27,2025-09-11,1,98.7,Low,Active
AST001504,Switch,Engineering,C00011,93.4,2015,10,4,4,2025-06-11,2026-01-07,1,98.0,High,Active
AST001505,Switch,Engineering,C00052,5.4,1984,41,4,3,2024-03-30,2025-01-12,7,92.4,Medium,Active
AST001506,Ballast,Engineering,C00043,15.3,2001,24,5,4,2025-05-24,2026-03-06,4,95.8,High,Active
AST001507,Track,Engineering,C00023,9.8,2024,1,5,4,2025-05-20,2026-04-02,0,99.6,High,Active
AST001508,Bridge,Engineering,C00052,172.3,2018,7,4,3,2024-06-11,2025-03-01,2,98.2,Medium,Active
AST001509,Rail,Engineering,C00094,50.4,2015,10,3,2,2024-02-25,2025-01-26,2,95.0,Low,Active
AST001510,Ballast,Engineering,C00032,1.1,2019,6,4,4,2025-06-09,2026-01-09,1,98.3,High,Active
AST001511,Rail,Engineering,C00100,6.5,2006,19,4,3,2024-06-18,2025-04-20,4,95.6,Medium,Active
AST001512,Crossing,Engineering,C00097,13.9,2013,12,5,4,2024-12-31,2025-09-22,2,97.6,High,Active
AST001513,Bridge,Engineering,C00069,114.5,2014,11,5,3,2024-10-31,2025-10-17,3,98.1,Medium,Active
AST001514,Weld,Engineering,C00066,5.9,2002,23,3,2,2024-07-16,2025-05-24,5,94.1,Low,Active
AST001515,Track,Engineering,C00046,21.7,2022,3,3,3,2024-04-23,2025-01-22,4,97.7,Medium,Active
AST001516,Track,Engineering,C00013,89.2,2018,7,4,2,2024-06-07,2025-05-08,2,96.6,Low,Active
AST001517,Track,Engineering,C00076,77.8,2015,10,5,4,2024-11-13,2025-08-11,2,98.9,High,Active
AST001518,Ballast,Engineering,C00064,79.2,2020,5,4,3,2024-06-24,2025-04-22,1,97.0,Medium,Active
AST001519,Turnout,Engineering,C00005,4.6,1991,34,3,3,2025-04-26,2026-02-01,9,93.9,Medium,Active
AST001520,Ballast,Engineering,C00023,26.1,2020,5,4,3,2025-02-26,2026-02-06,3,97.6,Medium,Active
AST001521,Rail,Engineering,C00058,35.3,2006,19,4,4,2025-01-18,2025-10-04,5,95.8,High,Decommissioned
AST001522,Rail,Engineering,C00076,4.6,2016,9,5,2,2024-08-09,2025-06-03,3,99.1,Low,Active
AST001523,Ballast,Engineering,C00055,24.5,1997,28,4,4,2024-06-12,2025-01-28,6,94.9,High,Active
AST001524,Sleeper,Engineering,C00025,323.8,2020,5,5,3,2024-10-12,2025-05-21,3,98.8,Medium,Active
AST001525,Crossing,Engineering,C00006,12.8,1985,40,3,4,2024-10-24,2025-06-11,7,93.1,High,Active
AST001526,Crossing,Engineering,C00020,81.7,2012,13,4,5,2025-05-18,2025-11-09,3,97.1,High,Active
AST001527,Sleeper,Engineering,C00085,114.7,1981,44,4,3,2025-05-20,2026-01-31,9,92.0,Medium,Active
AST001528,Track,Engineering,C00049,23.7,2002,23,4,4,2024-08-13,2025-05-22,2,95.7,High,Active
AST001529,Track,Engineering,C00066,12.1,2024,1,4,3,2024-04-11,2025-03-04,1,98.4,Medium,Active
AST001530,Crossing,Engineering,C00020,58.2,2000,25,4,3,2025-05-17,2026-02-12,6,95.9,Medium,Active
AST001531,Track,Engineering,C00088,11.4,2019,6,5,4,2025-06-13,2026-01-25,1,97.8,High,Active
